priref	name	name_rkd_matching	rkd_reconcile_match_score	rkd_uri	rkd_id_reconciliation	Aantal gelinkte records	digital_reference	gender	birth.date.start	birth.date.end	birth.place	death.date.start	death.date.end	death.place
17273	Wong, René	Wong Lun Hing, René	100.0	https://data.rkd.nl/artists/85481	85481	4	https://rkd.nl/explore/artists/85481	man	1920-01-16T23:00:00Z	1920-01-16T23:00:00Z	ROERMOND	1974-11-09T23:00:00Z	1974-11-09T23:00:00Z	ROERMOND
17277	Tans, J.C.	Tans, J.C.				17		man	1947	1947	HENGELO			
17279	Hien, J. van	Hien, J. van	100.0	https://data.rkd.nl/artists/421261	421261	3		man		1771		1775		
17280	Ottenhof, M.J.C.	Ottenhof, M.J.C.				70	https://rkd.nl/explore/artists/61139	vrouw	1910-08-28T23:00:00Z	1910-08-28T23:00:00Z	Sloten NH	1975-11-16T23:00:00Z	1975-11-16T23:00:00Z	Amsterdam
17283	Ligt, B. de	Ligt, B. de				1	https://rkd.nl/explore/artists/437778	man	1883-07-17	1883-07-17	Schalkwijk	1938-09-02T23:00:00Z	1938-09-02T23:00:00Z	Nantes
17284	Hari, J.	Hari, J.				2	https://rkd.nl/explore/artists/36027	man	1772-10-24	1772-10-24	Den Haag	1849-10-07	1849-10-07	Den Haag
17285	Creten, J.D.J.	Creten, J.D.J.				11		man	1963-07-24T23:00:00Z	1963-07-24T23:00:00Z	Sint-Truiden			
17287	Kuilenburg, W. van	Kuilenburg, W. van				1	https://rkd.nl/explore/artists/46791	man	1889-06-04	1889-06-04	UTRECHT	1955-06-26T23:00:00Z	1955-06-26T23:00:00Z	UTRECHT
17288	Zielstra, H.E.	Zielstra, H.E.				55	https://rkd.nl/explore/artists/86370	vrouw	1941-03-19T22:00:00Z	1941-03-19T22:00:00Z	NAARDEN			
17289	Witteman, N.A.F.	Witteman, N.A.F.				6	https://rkd.nl/explore/artists/85199	man	1900-10-03T23:00:00Z	1900-10-03T23:00:00Z	Nieuwendam	1982-01-14T23:00:00Z	1982-01-14T23:00:00Z	Amsterdam
17291	Zenith, Plateelbakkerij en Pijpenfabriek	Zenith, Plateelbakkerij en Pijpenfabriek				10	https://rkd.nl/explore/artists/337441	niet van toepassing	1749	1749	Gouda	1984	1984	Gouda
17293	Boekhoudt, O.R.	Boekhoudt, O.R.				14	https://rkd.nl/explore/artists/9627	man	1944-02-15T23:00:00Z	1944-02-15T23:00:00Z	Hellendoorn	2002-10-27T23:00:00Z	2002-10-27T23:00:00Z	
17294	Kruyff, V.H. de	Kruyff, V.H. de				26	https://rkd.nl/explore/artists/46690	man	1951-01-01T23:00:00Z	1951-01-01T23:00:00Z	Den Haag			
17296	Leeuwen, A.B.M. van	Leeuwen, A.B.M. van				2	https://rkd.nl/explore/artists/48918	man	1936-01-16T23:00:00Z	1936-01-16T23:00:00Z	UTRECHT			
17299	Klugt, P.J. van der	Klugt, P.J. van der	100.0	https://data.rkd.nl/artists/44938	44938	15	https://rkd.nl/explore/artists/245444	man	1950-06-28T23:00:00Z	1950-06-28T23:00:00Z		2001-06-21T22:00:00Z	2001-06-21T22:00:00Z	
17301	Doré, L.C.P.G.	Doré, L.C.P.G.				1	https://rkd.nl/explore/artists/23890	man	1832-01-06	1832-01-06	STRAATSBURG	1883-01-23	1883-01-23	PARIJS
17302	Defaux, A.	Defaux, A.				1	https://rkd.nl/explore/artists/21381	man	1826-09-27	1826-09-27	Bercy	1900	1900	
17304	Dankmeijer, C.B.	Dankmeijer, C.B.				12	https://rkd.nl/explore/artists/19992	man	1861-04-08	1861-04-08	Amsterdam	1923-03-10T23:00:00Z	1923-03-10T23:00:00Z	Den Haag
17305	Zwart, E. de	Zwart, E. de				11		vrouw						
17306	Dijken, A. van	Dijken, A. van				10	https://rkd.nl/explore/artists/22992	man	1952-05-14T23:00:00Z	1952-05-14T23:00:00Z	GROOTEGAST			
17307	Timmer, F.	Timmer, F.				4		man	1945	1945				
17313	Jong, H. de	Jong, Atelier H. de	52.63	https://data.rkd.nl/artists/418655	418655	41		man						
17314	Bellini, G.	Bellini, G.				3		man	1430		Venetië	1516	1516	Venetië
17319	Lelie, J.A.A. de	Lelie, J.A.A. de				3		man		1788-11-27	Amsterdam	1845-04-25	1845-04-25	Amsterdam
17323	Bode, E.D.C.	Bode, E.D.C.	100.0	https://data.rkd.nl/artists/9529	9529	1	https://rkd.nl/explore/artists/9530	vrouw	1915-04-25T23:00:00Z	1915-04-25T23:00:00Z	NEW YORK			
17325	Lauters, P.	Lauters, P.				2	https://rkd.nl/explore/artists/48375	man	1806-07-16	1806-07-16	BRUSSEL	1875-11-12	1875-11-12	BRUSSEL
17326	Gozis	Gozis				1		onbekend						
17327	Schierbeek, M.H.F.	Schierbeek, M.H.F.				44	https://rkd.nl/explore/artists/70452	man	1948-07-27T22:00:00Z	1948-07-27T22:00:00Z	Amsterdam			
17331	Asselijn, J.	Asselijn, J.				3	https://rkd.nl/explore/artists/2761	man	1610		Dieppe	1652	1652	Amsterdam
17332	Nood, M.C.M. de	Nood, M.C.M. de				88	https://rkd.nl/explore/artists/59840	man	1947-01-12T23:00:00Z	1947-01-12T23:00:00Z	Voorburg ZH			
17333	Studio Bonbon	Studio Bonbon	100.0	https://data.rkd.nl/artists/75917	75917	12		vrouw	1980	1980		1986	1986	
17334	Genk, W.F.A.M. van	Genk, W.F.A.M. van				2	https://rkd.nl/explore/artists/30886	man	1927-04-01T23:00:00Z	1927-04-01T23:00:00Z	Voorburg ZH	2005-05-11T22:00:00Z	2005-05-11T22:00:00Z	Den Haag
17335	Mondhare, L.-J.	Mondhare, L.-J.				1		man						
17337	Reeuwijk, A. van	Reeuwijk, A. van				31		man	1943	1943	Oudorp			
17339	Schreuder van de Coolwijk, J.	Schreuder van de Coolwijk, J.				2	https://rkd.nl/explore/artists/90098	man	1868-02-28	1868-02-28	Den Haag	1962-01-08T23:00:00Z	1962-01-08T23:00:00Z	VOORBURG
17342	Voerman, J. II	Voerman, J. II				3	https://rkd.nl/explore/artists/81539	man	1890-01-23	1890-01-23	HATTEM	1976-06-12T23:00:00Z	1976-06-12T23:00:00Z	BLARICUM
17343	Mathijse, P.H.	Mathijse, P.H.				1		man						
17344	Husa, P.	Husa, P.				336		man	1945	1945	PRAAG			
17345	Poussin, Gaspard	Dughet, Gaspard	100.0	https://data.rkd.nl/artists/24640	24640	1		man	1615-06-07	1615-06-07	ROME	1675-05-25	1675-05-25	ROME
17346	Kunz, G.C.	Kunz, G.C.				3		man	1876-01-16	1876-01-16				
17348	Piero di Cosimo	Piero di Cosimo	100.0	https://data.rkd.nl/artists/63397	63397	1	https://rkd.nl/explore/artists/63397	man	1462	1462	FLORENCE	1521	1521	FLORENCE
17351	Ven, R.M. van de	Ven, R.M. van de				5	https://rkd.nl/explore/artists/79943	man	1955-08-27T23:00:00Z	1955-08-27T23:00:00Z	HELMOND			
17352	Deelman, J.C.	Deelman, J.C.				132	https://rkd.nl/explore/artists/21361	man	1916-08-22T22:00:00Z	1916-08-22T22:00:00Z	BUSSUM			
17356	Waskowsky, E.	Waskowsky, E.				7	https://rkd.nl/explore/artists/82953	man	1934-11-30T23:00:00Z	1934-11-30T23:00:00Z	Rotterdam	1976-12-30T23:00:00Z	1976-12-30T23:00:00Z	GRONINGEN
17358	Gertner, P.	Gertner, P.				2		man	1495	1500		1541		
17360	Vreedenburgh, H.	Vreedenburgh, H.				2	https://rkd.nl/explore/artists/82027	man	1887-04-20	1887-04-20	WOERDEN	1956-03-25T23:00:00Z	1956-03-25T23:00:00Z	Bergen  NH
17362	Sarjent, F.J.	Sarjent, F.J.	100.0	https://data.rkd.nl/artists/69776	69776	2	https://rkd.nl/explore/artists/69776	man	1780	1780		1812	1812	
17369	Campigli, M.	Campigli, M.				4	https://rkd.nl/explore/artists/15040	man	1895-07-04	1895-07-04	FLORENCE	1971-05-30T23:00:00Z	1971-05-30T23:00:00Z	Saint-Tropez
17370	Wils, E.	Wils, E.				3	https://rkd.nl/explore/artists/84809	man	1955-08-29T23:00:00Z	1955-08-29T23:00:00Z	IJMUIDEN			
17373	Eynde, P. vanden	Eynde, P. vanden				1		man	1964-05-23T23:00:00Z	1964-05-23T23:00:00Z	Ninove			
17374	Pilon, Alet	Pilon, Alet	100.0	https://data.rkd.nl/artists/63569	63569	5	https://rkd.nl/explore/artists/63569	vrouw	1949-07-30T22:00:00Z	1949-07-30T22:00:00Z	Amsterdam			
17375	Schreiner, J.G.	Schreiner, J.G.				1		man						
17377	Kramer, S.	Kramer, S.				1		man						
17379	Wtewael, J.A.	Wtewael, J.A.				2		man	1566	1566	UTRECHT	1638-08-13	1638-08-13	UTRECHT
17380	Dubbels, H.J.	Dubbels, H.J.				4		man	1620	1621	Amsterdam		1676-06-07	Amsterdam
17381	Karssen, H.	Karssen, H.				9	https://rkd.nl/explore/artists/43537	man	1933-08-14T23:00:00Z	1933-08-14T23:00:00Z	Amsterdam	2004	2004	
17383	Quispel, J	Quispel, J				58	https://rkd.nl/explore/artists/65281	vrouw	1952-05-21T23:00:00Z	1952-05-21T23:00:00Z	Amsterdam			
17385	Berckenrode, F.B. van	Berckenrode, F.B. van				1		man	1562	1563	DELFT		1616-12-10	Amsterdam
17390	Witte, B.	Witte, B.				2	https://rkd.nl/explore/artists/85177	man	1968-07-23T23:00:00Z	1968-07-23T23:00:00Z	BOVENKARSPEL			
17392	Hendriks, M.W.	Hendriks, M.W.				171	https://rkd.nl/explore/artists/37466	man	1941-11-17T22:00:00Z	1941-11-17T22:00:00Z	DOETINCHEM			
17393	Breman-Schouten, C.E.	Breman-Schouten, C.E.				1		vrouw	1887-11-29	1887-11-29	Amsterdam	1967-10-20T23:00:00Z	1967-10-20T23:00:00Z	Laren NH
17396	Hovy, H.W.	Hovy, H.W.				11	https://rkd.nl/explore/artists/40129	man	1953-12-16T23:00:00Z	1953-12-16T23:00:00Z	Amsterdam			
17397	Wit, F. I de	Wit, F. I de				6		man						
17398	Diest, J. van	Diest, J. van				1	https://rkd.nl/explore/artists/22730	man	1631	1631	Den Haag	1673	1673	Den Haag
17399	Schrijver, H.	Schrijver, H.				13	https://rkd.nl/explore/artists/71216	vrouw	1946-02-09T23:00:00Z	1946-02-09T23:00:00Z	GOES			
17400	Oosterkerk, J.W.	Oosterkerk, J.W.				172	https://rkd.nl/explore/artists/60748	man	1928-02-25T23:00:00Z	1928-02-25T23:00:00Z	VELSEN	2012-11-23T23:00:00Z	2012-11-23T23:00:00Z	GEMERT
17401	Sandberg-Haan, E.	Ansèl	83.87	https://data.rkd.nl/artists/2006	2006	2		vrouw	1937-06-26T23:00:00Z	1937-06-26T23:00:00Z	LEIDERDORP			
17402	Rooker-Knipscheer, M.G.C.	Rooker-Knipscheer, M.G.C.				2	https://rkd.nl/explore/artists/68025	vrouw	1911-04-05T23:00:00Z	1911-04-05T23:00:00Z	Amsterdam	2003-02-12T23:00:00Z	2003-02-12T23:00:00Z	Deventer
17404	Kroe, A. van der	Kroe, A. van der				1		man						
17405	Orr, L.	Orr, L.				2		man	1879-05-19	1879-05-19	Hartford	1966-02	1966-02	
17406	Hetterscheid, O.B.J.	Hetterscheid, O.B.J.				92	https://rkd.nl/explore/artists/38098	man	1927-11-07T23:00:00Z	1927-11-07T23:00:00Z	VUGHT			
17407	Boorn, E. van den	Boorn, E. van den				2		vrouw	1946	1946	EINDHOVEN			
17408	Jansen, P.	Jansen, P.				5	https://rkd.nl/explore/artists/41797	man	1938-12-21T23:00:00Z	1938-12-21T23:00:00Z	Amsterdam			
17409	Linden-Tels, A.S. van der	Linden-Tels, A.S. van der				5	https://rkd.nl/explore/artists/76749	vrouw	1895-03-28	1895-03-28	Semarang	1986-08-09T22:00:00Z	1986-08-09T22:00:00Z	Den Haag
17410	Mangold, R.	Mangold, R.				6		man	1937-10-11T23:00:00Z	1937-10-11T23:00:00Z	North Tonawanda			
17412	Meester van Messkirch	Meester van Messkirch				1		man	1500	1500	Duitsland	1543	1543	Messkirch
17413	Wansink, W.	Wansink, W.				9	https://rkd.nl/explore/artists/82827	man	1935-07-21T23:00:00Z	1935-07-21T23:00:00Z	ALKMAAR			
17416	Delaroche, H.P.	Delaroche, H.P.				2	https://rkd.nl/explore/artists/21615	man	1797-07-17	1797-07-17	PARIJS	1856-11-04	1856-11-04	PARIJS
17418	Baum	Baum, Hedy	60.0	https://data.rkd.nl/artists/5146	5146	2		onbekend						
17419	Kleef, D. van	Kleef, D. van				29	https://rkd.nl/explore/artists/44624	man	1954-05-13T23:00:00Z	1954-05-13T23:00:00Z	Rotterdam			
17422	Vossen, A.T. van der	Vossen, A.T. van der				12	https://rkd.nl/explore/artists/81972	man	1893-02-26	1893-02-26	Haarlem	1963-05-16T23:00:00Z	1963-05-16T23:00:00Z	OVERVEEN
17424	Sloet, J.C.P.F.	Sloet, J.C.P.F.				80	https://rkd.nl/explore/artists/73091	vrouw	1945-08-09T21:00:00Z	1945-08-09T21:00:00Z	Amsterdam			
17429	Kramer, G.G.	Kramer, G.G.				1	https://rkd.nl/explore/artists/46250	man	1905-11-20T23:00:00Z	1905-11-20T23:00:00Z	ZEIST			
17433	Coninxloo, G. van	Coninxloo, G. van				1		man	1544	1544	ANTWERPEN	1607	1607	Amsterdam
17437	Bierman, R.	Bierman, R.				46		man	1922-12-26T23:00:00Z	1922-12-26T23:00:00Z	Djakarta	1972-11-17T23:00:00Z	1972-11-17T23:00:00Z	Amsterdam
17438	Haert, H.A.V. van der	Haert, H.A.V. van der				1	https://rkd.nl/explore/artists/79226	man	1790	1790	Leuven	1846-10-08	1846-10-08	GENT
17442	Donders, R.H.J.J.	Donders, R.H.J.J.				1		man	1953	1953	TILBURG			
17443	Sain, L. de	Sain, L. de				25	https://rkd.nl/explore/artists/69268	vrouw	1950-04-14T23:00:00Z	1950-04-14T23:00:00Z	HALSTEREN			
17444	Koning, T.	Koning, T.				2		man		1748-02-03	Amsterdam	1829-01-31	1829-01-31	Amsterdam
17445	Oakey & Sons Ltd.	Oakey & Sons Ltd.				1		niet van toepassing	1833	1833	LONDEN			
17449	Everbag, F.	Everbag, F.				2	https://rkd.nl/explore/artists/26847	man	1877-10-25	1877-10-25	Amsterdam	1947-06-09T21:00:00Z	1947-06-09T21:00:00Z	Amsterdam
17452	Fischli, H.	Fischli, H.				1	https://rkd.nl/explore/artists/28138	man	1909-10-08T23:00:00Z	1909-10-08T23:00:00Z	ZÜRICH	1989-03-31T22:00:00Z	1989-03-31T22:00:00Z	BERN
17455	Goode & Co., Thomas	Goode & Co., Thomas				1		niet van toepassing	1827	1827	LONDEN	1892	1892	LONDEN
17457	Weiman, A.A.	Weiman, A.A.				2		man	1870	1870		1952	1952	
17458	Haye, Frans de la	Haye, Frans de la	100.0	https://data.rkd.nl/artists/118707	118707	6	https://rkd.nl/explore/artists/118707	man	1943	1943	Oostzaan			
17459	Cool-Schoorl, I.	Cool-Schoorl, I.				5		vrouw	1931-09-30T23:00:00Z	1931-09-30T23:00:00Z	WAGENINGEN			
17461	Paapje, 't (N.V.)	Paapje, 't (N.V.)				12	https://rkd.nl/explore/artists/103382	niet van toepassing	1920	1920	Voorschoten			
17462	Pel, J.C. van	Pel, J.C. van				23		man						
17463	Baraude, H.	Baraude, H.				2		man			Châlons-sur-Saône			
17464	Coutman, J.	Coutman, J.				1		man						
17467	Fastenhout, G.W. van	Fastenhout, G.W. van				113	https://rkd.nl/explore/artists/27390	man	1935-12-19T23:00:00Z	1935-12-19T23:00:00Z	BUSSUM			
17469	Gainsborough, T.	Gainsborough, T.				1		man		1727-05-14	Sudbury	1788-08-02	1788-08-02	LONDEN
17472	Putten, J. van	Putten, J. van				109	https://rkd.nl/explore/artists/65132	man	1944-07-09T22:00:00Z	1944-07-09T22:00:00Z	Amsterdam			
17473	Meer, C.R. van der	Meer, C.R. van der				1	https://rkd.nl/explore/artists/54472	vrouw	1930-03-14T23:00:00Z	1930-03-14T23:00:00Z	Amsterdam			
17474	Veen, J. van der	Veen, Johan van der (1950)	80.0	https://data.rkd.nl/artists/79624	79624	13		man	1950	1950	Donderen			
17475	Velde, A. van de	Velde, A. van de				3		man	1636	1636	Amsterdam	1672-01-21	1672-01-21	Amsterdam
17477	Lombard, L.	Lombard, L.				1		man	1506	1506	Luik	1566	1566	Luik
17478	Melse, E.	Melse, E.				1	https://rkd.nl/explore/artists/120050	man	1956-07-03T23:00:00Z	1956-07-03T23:00:00Z	Voorburg ZH			
17479	Knops, E.	Knops, E.				3	https://rkd.nl/explore/artists/45130	man	1945-09-13T21:00:00Z	1945-09-13T21:00:00Z	SIMPELVELD			
17486	Brouwer, B.	Brouwer, B.				37	https://rkd.nl/explore/artists/13049	vrouw	1927-05-09T23:00:00Z	1927-05-09T23:00:00Z	Zijldijk			
17487	Odevaere, J.D.	Odevaere, J.D.				3		man	1778-10-02	1778-10-02	Brugge	1830-02-26	1830-02-26	BRUSSEL
17489	Sanders, J.W.R.	Sanders, J.W.R.				18	https://rkd.nl/explore/artists/69586	man	1954-02-06T23:00:00Z	1954-02-06T23:00:00Z	HELMOND			
17492	Sips, R.	Sips, R.				5	https://rkd.nl/explore/artists/72846	man	1954-11-15T23:00:00Z	1954-11-15T23:00:00Z	BORNE			
17493	Koningh, L. de (1810)	Koningh, L. de (1810)				1		man	1810-08-29	1810-08-29	LONDEN	1887-02-17	1887-02-17	DORDRECHT
17495	Schults, J.A.	Schults, J.A.				86	https://rkd.nl/explore/artists/109021	man	1944-06-20T22:00:00Z	1944-06-20T22:00:00Z	Den Haag			
17496	Westers, F.	Westers, F.				18	https://rkd.nl/explore/artists/83879	man	1951-07-19T23:00:00Z	1951-07-19T23:00:00Z	EINDHOVEN			
17498	Leeuwen, B. van	Leeuwen, B. van				26	https://rkd.nl/explore/artists/48921	man	1944-08-18T22:00:00Z	1944-08-18T22:00:00Z	BERKEL EN RODENRIJS			
17499	Dijk, C. van	Dijk, Jan van (c. 1690-1769)	35.71	https://data.rkd.nl/artists/419392	419392	3	https://rkd.nl/explore/artists/22855	man	1952-10-25T23:00:00Z	1952-10-25T23:00:00Z	Pernis			
17501	Zevenbergen, J.H.	Zevenbergen, J.H.				36	https://rkd.nl/explore/artists/86331	man	1949-08-16T22:00:00Z	1949-08-16T22:00:00Z	Rotterdam			
17502	Kettmann, E.P.	Kettmann, E.P.				13		man						
17503	Holbein, H. II	Holbein, H. II				7	https://rkd.nl/explore/artists/39109	man			Augsburg	1543	1543	LONDEN
17504	Sweerts, M.	Sweerts, M.				2		man	1624	1624	BRUSSEL	1664	1664	Goa
17505	Roessel, E.M.F. van	Roessel, E.M.F. van				7		man	1954	1954	TEGELEN			
17507	Bezemer, J.C.	Bezemer, J.C.				294	https://rkd.nl/explore/artists/8012	man	1907-08-19T23:00:00Z	1907-08-19T23:00:00Z	Rotterdam	1997-07-09T22:00:00Z	1997-07-09T22:00:00Z	Rotterdam
17510	Pieters, E.	Pieters, Coos	75.0	https://data.rkd.nl/artists/63425	63425	3	https://rkd.nl/explore/artists/63428	man	1856-12-11	1856-12-11	Amsterdam	1932-02-16T23:00:00Z	1932-02-16T23:00:00Z	Laren NH
17517	Laarhoven, C. van	Laarhoven, C. van				17	https://rkd.nl/explore/artists/47183	man	1949-03-08T23:00:00Z	1949-03-08T23:00:00Z	Den Haag			
17519	Hierck, H.	Hierck, H.				19	https://rkd.nl/explore/artists/38359	man	1917-07-13T22:00:00Z	1917-07-13T22:00:00Z	Den Haag	1978-09-28T23:00:00Z	1978-09-28T23:00:00Z	Den Haag
17520	Bäumler, H.G.	Bäumler, H.G.				38		man	1945-02-03T23:00:00Z	1945-02-03T23:00:00Z	Zerbst			
17521	Lapis, H.	Lapis, H.				11	https://rkd.nl/explore/artists/48089	man	1723	1723	Venetië	1798-11	1798-11	Den Haag
17523	Boogert, E.	Boogert, E.				10	https://rkd.nl/explore/artists/10506	man	1948-10-13T23:00:00Z	1948-10-13T23:00:00Z	Rotterdam			
17525	Meester van het Adair-getijdenboek	Master of the Adair Hours • Meester van het Adair Getijdenboek	94.92	https://data.rkd.nl/artists/506380	506380	1		man						
17528	Koster, P.P.	Koster, P.P.				49	https://rkd.nl/explore/artists/46069	man	1893-04-29	1893-04-29	DOETINCHEM	1987-03-02T23:00:00Z	1987-03-02T23:00:00Z	Den Haag
17529	Niepce, J.	Niepce, J.				1		vrouw	1921-02-11T23:00:00Z	1921-02-11T23:00:00Z	Meudon			
17530	Jellema, W.	Jellema, W.				24		man	1945-01-13T23:00:00Z	1945-01-13T23:00:00Z				
17532	Andreas-Tüzüner, I.	Andreas-Tüzüner, I.				20	https://rkd.nl/explore/artists/78584	vrouw	1954-08-31T23:00:00Z	1954-08-31T23:00:00Z	Gölcük			
17534	Nan, S.M.	Nan, S.M.				6	https://rkd.nl/explore/artists/58812	vrouw	1941-09-09T22:00:00Z	1941-09-09T22:00:00Z	VELSEN			
17539	Dorleyn, M.	Dorleyn, M.				4		man	1963-06-22T23:00:00Z	1963-06-22T23:00:00Z	Amsterdam			
17540	Andriessen, M.S.	Andriessen, M.S.				22	https://rkd.nl/explore/artists/1804	man	1897-12-04	1897-12-04	Haarlem	1979-12-06T23:00:00Z	1979-12-06T23:00:00Z	Haarlem
17542	Morgenstern, J.L.E.	Morgenstern, J.L.E.				1	https://rkd.nl/explore/artists/57740	man	1738-09-22	1738-09-22	Rodolstadt	1819-11-13	1819-11-13	FRANKFURT AM MAIN
17543	Wolf, A.A. de	Wolf, A.A. de				12		man	1941	1942				
17546	Mennen, L.A.	Mennen, L.A.				1	https://rkd.nl/explore/artists/55244	man	1952-03-09T23:00:00Z	1952-03-09T23:00:00Z	EINDHOVEN			
17552	Wyocki	Wyocki				1		onbekend						
17554	Reygersbergh, J. van	Reygersbergh, J. van				1		man						
17556	Beresteyn, C. van	Beresteyn, C. van				1		man	1629	1629	Haarlem	1684	1684	Haarlem
17558	Vaarzon Morel, W.F.A.I.	Vaarzon Morel, W.F.A.I.				1	https://rkd.nl/explore/artists/78895	man	1868-08-09	1868-08-09	ZUTPHEN	1955-01-24T23:00:00Z	1955-01-24T23:00:00Z	KOUDEKERKE
17562	Caspel, S. van	Caspel, S. van	100.0	https://data.rkd.nl/artists/417775	417775	11		man						
17565	Groen, D.G.	Groen, D.G.				15	https://rkd.nl/explore/artists/33948	man	1957-06-05T23:00:00Z	1957-06-05T23:00:00Z	Ubach over Worms	2001	2001	
17567	Vaillant, B.	Vaillant, A. J. B.	77.78	https://data.rkd.nl/artists/486084	486084	4		man		1632-11-06	Rijssel		1698-08-29	Leiden
17569	Klooster, J.F.E. ten	Klooster, J.F.E. ten				2	https://rkd.nl/explore/artists/88625	man	1873-08-07	1873-08-07	Koedoes	1940-02-14T23:00:00Z	1940-02-14T23:00:00Z	VEERE
17574	Savary-Boudquel	Savary-Boudquel				1		niet van toepassing						
17576	Hofte, A.E.M.	Hofte, A.E.M.				171	https://rkd.nl/explore/artists/39042	vrouw	1925-10-25T23:00:00Z	1925-10-25T23:00:00Z	Heemstede			
17577	Kuyt, H.J.	Kuyt, H.J.				92	https://rkd.nl/explore/artists/47039	man	1944-11-11T23:00:00Z	1944-11-11T23:00:00Z	ZAANDAM	1971	1971	
17578	Bergallo Becker, A.	Bergallo Becker, A.				13		man	1942-11-15T23:00:00Z	1942-11-15T23:00:00Z	MONTEVIDEO			
17579	Michelangelo	Michelangelo	100.0	https://data.rkd.nl/artists/55890	55890	10	https://rkd.nl/explore/artists/55890	man	1475-03-06	1475-03-06	Caprese	1564-02-18	1564-02-18	ROME
17583	Dahl, M.	Dahl, M.				1		man	1656	1656	STOCKHOLM	1743	1743	LONDEN
17587	Bente, R.	Bente, R.				30	https://rkd.nl/explore/artists/6636	man	1932-03-22T23:00:00Z	1932-03-22T23:00:00Z	VELSEN			
17588	Croïn, J.J.Z.	Croïn, J.J.Z.				5	https://rkd.nl/explore/artists/19186	man	1894-03-15	1894-03-15	MIDDELBURG	1949-11-23T23:00:00Z	1949-11-23T23:00:00Z	Amsterdam
17592	Schuylenburch, J.P. van	Schuylenburch, J.P. van				1		vrouw	1777-12-18	1777-12-18	Amsterdam	1858-07-14	1858-07-14	Terborch
17594	Berthe, L.M.	Berthe, L.M.				1		man			PARIJS			
17597	Niet, D.R. van der	Niet, D.R. van der				5	https://rkd.nl/explore/artists/59505	man	1932-09-22T23:00:00Z	1932-09-22T23:00:00Z		1960-04-11T23:00:00Z	1960-04-11T23:00:00Z	
17602	Reppel, M.	Reppel, M.				49		man	1952	1952				
17605	Bierman, C.	Bierman, C.				66	https://rkd.nl/explore/artists/8188	man	1936-11-19T23:00:00Z	1936-11-19T23:00:00Z	ALKMAAR			
17606	Kleinveld, Y.M.	Kleinveld, Y.M.				7	https://rkd.nl/explore/artists/44731	vrouw	1952-07-03T23:00:00Z	1952-07-03T23:00:00Z	AMERSFOORT			
17609	Canta, A.C.	Canta, A.C.				7	https://rkd.nl/explore/artists/15146	vrouw	1888-11-14	1888-11-14	Rotterdam	1964-08-07T23:00:00Z	1964-08-07T23:00:00Z	Rotterdam
17611	Italian, Umbria.	Italian, Umbria.				2		niet van toepassing						
17612	Masillo	Realfonso, Tommaso	100.0	https://data.rkd.nl/artists/65829	65829	1		man	1677	1677		1743		
17617	Moolhuizen, J.J.	Moolhuizen, J.J.				1	https://rkd.nl/explore/artists/57477	man	1900-04-23T23:00:00Z	1900-04-23T23:00:00Z	BEILEN	1982-06-18T22:00:00Z	1982-06-18T22:00:00Z	BEILEN
17621	Bergkamp, F.	Bergkamp, F.				1		man						
17622	Lekkerkerker, D.H.	Lekkerkerker, D.H.				287	https://rkd.nl/explore/artists/49206	vrouw	1937-10-03T23:00:00Z	1937-10-03T23:00:00Z	OLDEBROEK			
17626	Potuyl, H.	Potuyl, Hendrik	100.0	https://data.rkd.nl/artists/64531	64531	1		man						
17629	Berg, J.F. van den (1939-07-14)	Berg, J.F. van den (1939-07-14)				140	https://rkd.nl/explore/artists/6941	man	1939-07-13T23:00:00Z	1939-07-13T23:00:00Z	Den Haag			
17630	Bekker, C.	Bekker, C.				146	https://rkd.nl/explore/artists/6067	man	1928-10-10T23:00:00Z	1928-10-10T23:00:00Z	Rotterdam	1980-06-23T22:00:00Z	1980-06-23T22:00:00Z	Rotterdam
17633	Verweij, K.	Verweij, K.				19	https://rkd.nl/explore/artists/80756	man	1900-04-19T23:00:00Z	1900-04-19T23:00:00Z	Amsterdam	1995-07-22T22:00:00Z	1995-07-22T22:00:00Z	Haarlem
17636	Koster, J.P.C.A.	Koster, J.P.C.A.				3		vrouw	1869-04-16	1869-04-16	KAMPEN	1944-01-16T23:00:00Z	1944-01-16T23:00:00Z	HEELSUM
17638	Claassen, W.H.	Claassen, W.H.				115	https://rkd.nl/explore/artists/16945	man	1940-07-27T22:00:00Z	1940-07-27T22:00:00Z	Amsterdam			
17641	Langendijk, D.	Langendijk, D.				2	https://rkd.nl/explore/artists/47932	man	1748-03-08	1748-03-08	Rotterdam	1805-12-15	1805-12-15	Rotterdam
17643	Christo	Christo	100.0	https://data.rkd.nl/artists/16773	16773	1		man	1935-06-12T23:00:00Z	1935-06-12T23:00:00Z	Gabrovo			
17645	Gaymans, A.	Gaymans, A.				1		vrouw						
17647	Swart, H. de	Swart, H. de				3		man	1940	1940				
17649	Leersum, E.J. van	Leersum, E.J. van				67	https://rkd.nl/explore/artists/48858	vrouw	1930-04-15T23:00:00Z	1930-04-15T23:00:00Z	Hilversum	1984-11-01T23:00:00Z	1984-11-01T23:00:00Z	AMERSFOORT
17650	Hobijn-Roth, M.E.	Hobijn-Roth, M.E.				1		vrouw	1931-11-25T23:00:00Z	1931-11-25T23:00:00Z	Den Haag	2007-03-06T23:00:00Z	2007-03-06T23:00:00Z	MAARSSEN
