Term in CSV|Other Term in CSV|Percentage Match
Kunstverzameling|Kunstverzamelingen|88.88888888888889
aardappelkelder|aardappelkelders|93.75
legeringsgebouw|legeringsgebouwen|88.23529411764706
kruitmolen|kruitmolens|90.9090909090909
Vijfde Nota Ruimtelijke Ordening|Vierde Nota Ruimtelijke Ordening|93.75
Fabrieksgebouw|Fabrieksbouw|85.71428571428572
Bossche School|Bossche school|92.85714285714286
Molenrestant|molenrestant|91.66666666666666
Beleving|Belening|87.5
Bewoner|Bewoners|87.5
camping|campings|87.5
consultatiebureau|consultatiebureaus|94.44444444444444
Beeldengroep|beeldengroep|91.66666666666666
Brutalisme|brutalisme|90.0
Cubisme|kubisme|85.71428571428572
Geo-elektrisch-onderzoek|Geo-elektrisch onderzoek|95.83333333333334
Raapwerk|Raamwerk|87.5
Akrylhars|Acrylhars|88.88888888888889
Voegmortel|voegmortel|90.0
16e eeuw|17e eeuw|87.5
16e eeuw|19e eeuw|87.5
16e eeuw|18e eeuw|87.5
16e eeuw|14e eeuw|87.5
16e eeuw|15e eeuw|87.5
16e eeuw|12e eeuw|87.5
16e eeuw|6e eeuw|87.5
16e eeuw|11e eeuw|87.5
16e eeuw|10e eeuw|87.5
16e eeuw|13e eeuw|87.5
Poetsen|Koetsen|85.71428571428572
19e eeuw|17e eeuw|87.5
19e eeuw|16e eeuw|87.5
19e eeuw|18e eeuw|87.5
19e eeuw|14e eeuw|87.5
19e eeuw|15e eeuw|87.5
19e eeuw|12e eeuw|87.5
19e eeuw|11e eeuw|87.5
19e eeuw|9e eeuw|87.5
19e eeuw|10e eeuw|87.5
19e eeuw|13e eeuw|87.5
18e eeuw|17e eeuw|87.5
18e eeuw|16e eeuw|87.5
18e eeuw|19e eeuw|87.5
18e eeuw|14e eeuw|87.5
18e eeuw|15e eeuw|87.5
18e eeuw|12e eeuw|87.5
18e eeuw|8e eeuw|87.5
18e eeuw|11e eeuw|87.5
18e eeuw|10e eeuw|87.5
18e eeuw|13e eeuw|87.5
Chemische analyse|Chemische analyses|94.44444444444444
Chemische analyse|Thermische analyse|88.88888888888889
stekelvarken|stekelvarkens|92.3076923076923
Bewapend beton|Gewapend beton|92.85714285714286
Constructief onderzoek|Nondestructief onderzoek|87.5
Chemische schade|Thermische schade|88.23529411764706
Carbonatatie|Karbonatatie|91.66666666666666
Kwaliteitszorg|Kwaliteitsnorm|85.71428571428572
Bouwinstructie|Bouwconstructie|86.66666666666667
Natuursteenbewerking|Vuursteenbewerking|85.0
Interieurs|Interieur|90.0
sortie|sorties|85.71428571428572
kopergieterij|kopergieterijen|86.66666666666667
Tiengebodenbord|tiengebodenbord|93.33333333333333
Infraroodspectroscopie|infrarood spectroscopie|91.30434782608697
hoepelmakerij|hoepelmakerijen|86.66666666666667
Kerkmeester|Kerkmeesters|91.66666666666666
Houtverwerking|Houtbewerking|85.71428571428572
Houtverwerking|Rouwverwerking|85.71428571428572
14e eeuw|17e eeuw|87.5
14e eeuw|16e eeuw|87.5
14e eeuw|19e eeuw|87.5
14e eeuw|18e eeuw|87.5
14e eeuw|15e eeuw|87.5
14e eeuw|12e eeuw|87.5
14e eeuw|11e eeuw|87.5
14e eeuw|10e eeuw|87.5
14e eeuw|13e eeuw|87.5
Woninginrichting|woninginrichting|93.75
Plasticiteit|Elasticiteit|91.66666666666666
restauratie-atelier|restauratie-ateliers|95.0
scheepshelling|scheepshellingen|87.5
Electriciteitsfabriek|elektriciteitsfabriek|90.47619047619048
Moutfabriek|Zoutfabriek|90.9090909090909
Dateringsmethode|dateringsmethoden|88.23529411764706
Expeditie|Expedities|90.0
Turngebouw|Tuingebouw|90.0
sluiswachterswoning|sluiswachterswoningen|90.47619047619048
Thermische schade|Chemische schade|88.23529411764706
Oppervlaktebehandelingen|Oppervlaktebehandeling|91.66666666666666
woonboerderij|woonboerderijen|86.66666666666667
Slaapkamer|Slaapkamers|90.9090909090909
Chromatography|Chromatograpy|92.85714285714286
Silicaatverf|silicaatverf|91.66666666666666
Deformatie|Reformatie|90.0
Chaletstijl|chaletstijl|90.9090909090909
Vervorming|Hervorming|90.0
Beeldende kunst|Beeldende kunsten|88.23529411764706
Parasol|Parasols|87.5
Moated site|Moated sites|91.66666666666666
Hennepklopper|hennepkloppers|85.71428571428572
Leidekken|Leidekker|88.88888888888889
Cementmortel|cementmortel|91.66666666666666
Regionale identiteit|Nationale identiteit|85.0
Heilige beeld|Heiligenbeeld|92.3076923076923
Studeerkamer|Studeerkamers|92.3076923076923
oksaal|doksaal|85.71428571428572
Osendrop|Ozendrop|87.5
Ultrasoon onderzoek|Utrasoononderzoek|89.47368421052632
vakantieoord|vakantieoorden|85.71428571428572
Nationaal Socialisme|Nationaal-socialisme|90.0
enveloppe|enveloppen|90.0
Houtproduktie|Houtproductie|92.3076923076923
travalje|travaljes|88.88888888888889
greppel|greppels|87.5
langhuisboerderij|langhuisboerderijen|89.47368421052632
Interieurarchitectuur|Interieurarchitect|85.71428571428572
gelagkamer|gelagkamers|90.9090909090909
Verenigde Oost-Indische Compagnie|Vereenigde oost-indische compagnie|88.23529411764706
Verenigde Oost-Indische Compagnie|Verenigde oostindische compagnie|87.87878787878788
Elasticiteit|Plasticiteit|91.66666666666666
balustrade|balustrades|90.9090909090909
Neorenaissance|neorenaissance|92.85714285714286
Tomografie|Topografie|90.0
Vlaswol|Glaswol|85.71428571428572
Romeinse bouwkunst|Romaanse bouwkunst|88.88888888888889
Micro-organisme|Micro-organismen|93.75
consistorie|consistories|91.66666666666666
Gobelin|Gobelins|87.5
Karbonatatie|Carbonatatie|91.66666666666666
Bacteriën|Bacterieën|90.0
Utrasoononderzoek|Ultrasoon onderzoek|89.47368421052632
Gevelverlichting|Gevelbelichting|87.5
20e eeuw|21e eeuw|87.5
20e eeuw|10e eeuw|87.5
Hallenhuisboerderij|hallehuisboerderij|89.47368421052632
Hallenhuisboerderij|hallenhuisboerderijn|90.0
Vroeg Christelijke Kunst|Vroegchristelijke kunst|87.5
duplexwoning|duplexwoningen|85.71428571428572
krimpenboerderij|krimpenboerderijen|88.88888888888889
Ontginningsboerderij|ontginningsboerderijen|86.36363636363636
elektriciteitsfabriek|Electriciteitsfabriek|90.47619047619048
Willem II-gotiek|Willem II gotiek|93.75
kop-rompboerderij|kop-rompboerderijen|89.47368421052632
landarbeiderswoning|landarbeiderswoningen|90.47619047619048
psychiatrische inrichting|psychiatrische inrichtingen|92.5925925925926
grondzeiler|grondzeilers|91.66666666666666
Spiegels|spiegels|87.5
Douanegebouw|Duanegebouw|91.66666666666666
hoektoren|hoektorens|90.0
15e eeuw|17e eeuw|87.5
15e eeuw|16e eeuw|87.5
15e eeuw|19e eeuw|87.5
15e eeuw|18e eeuw|87.5
15e eeuw|14e eeuw|87.5
15e eeuw|12e eeuw|87.5
15e eeuw|5e eeuw|87.5
15e eeuw|11e eeuw|87.5
15e eeuw|10e eeuw|87.5
15e eeuw|13e eeuw|87.5
Bouwwijze|Bouwwijzen|90.0
herenboerderij|herenboerderijen|87.5
Heiligenbeeld|Heilige beeld|92.3076923076923
Heiligenbeeld|heiligenbeeld|92.3076923076923
12e eeuw|17e eeuw|87.5
12e eeuw|16e eeuw|87.5
12e eeuw|19e eeuw|87.5
12e eeuw|18e eeuw|87.5
12e eeuw|14e eeuw|87.5
12e eeuw|15e eeuw|87.5
12e eeuw|11e eeuw|87.5
12e eeuw|10e eeuw|87.5
12e eeuw|13e eeuw|87.5
Wagenhuis|Warenhuis|88.88888888888889
Corintisch|korintisch|90.0
patronaatsgebouw|patronaatsgebouwen|88.88888888888889
opvoedingsgesticht|opvoedingsgestichten|90.0
kolenbunker|kolenbunkers|91.66666666666666
Blokvormig|klokvormig|90.0
geschutgieterij|geschutgieterijen|88.23529411764706
Industriebouw|Industriegebouw|86.66666666666667
hoefslagpalen|hoefs lagpalen|92.85714285714286
galerie|galeries|87.5
goederenloods|goederenloodsen|86.66666666666667
5e eeuw|15e eeuw|87.5
5e eeuw|6e eeuw|85.71428571428572
5e eeuw|7e eeuw|85.71428571428572
5e eeuw|8e eeuw|85.71428571428572
5e eeuw|9e eeuw|85.71428571428572
perron|perrons|85.71428571428572
Gevelbelichting|Gevelverlichting|87.5
6e eeuw|16e eeuw|87.5
6e eeuw|5e eeuw|85.71428571428572
6e eeuw|7e eeuw|85.71428571428572
6e eeuw|8e eeuw|85.71428571428572
6e eeuw|9e eeuw|85.71428571428572
7e eeuw|17e eeuw|87.5
7e eeuw|5e eeuw|85.71428571428572
7e eeuw|6e eeuw|85.71428571428572
7e eeuw|8e eeuw|85.71428571428572
7e eeuw|9e eeuw|85.71428571428572
kop-hals-rompboerderij|kop-hals-rompboerderijen|91.66666666666666
onderslagmolen|onderslagmolens|93.33333333333333
8e eeuw|18e eeuw|87.5
8e eeuw|5e eeuw|85.71428571428572
8e eeuw|6e eeuw|85.71428571428572
8e eeuw|7e eeuw|85.71428571428572
8e eeuw|9e eeuw|85.71428571428572
herstellingsoord|herstellingsoorden|88.88888888888889
Glaswol|Vlaswol|85.71428571428572
21e eeuw|20e eeuw|87.5
21e eeuw|11e eeuw|87.5
11e eeuw|17e eeuw|87.5
11e eeuw|16e eeuw|87.5
11e eeuw|19e eeuw|87.5
11e eeuw|18e eeuw|87.5
11e eeuw|14e eeuw|87.5
11e eeuw|15e eeuw|87.5
11e eeuw|12e eeuw|87.5
11e eeuw|21e eeuw|87.5
11e eeuw|10e eeuw|87.5
11e eeuw|13e eeuw|87.5
lanceerinrichting|lanceerinrichtingen|89.47368421052632
kolonistenwoning|kolonistenwoningen|88.88888888888889
Windroos|windroos|87.5
Late middeleeuwen|late middeleeuwen|94.11764705882352
revalidatiecentrum|revalidatiecentra|88.88888888888889
Brokaat|Brocaat|85.71428571428572
Brokaat|brokaat|85.71428571428572
9e eeuw|19e eeuw|87.5
9e eeuw|5e eeuw|85.71428571428572
9e eeuw|6e eeuw|85.71428571428572
9e eeuw|7e eeuw|85.71428571428572
9e eeuw|8e eeuw|85.71428571428572
lettergieterij|lettergieterijen|87.5
10e eeuw|17e eeuw|87.5
10e eeuw|16e eeuw|87.5
10e eeuw|19e eeuw|87.5
10e eeuw|18e eeuw|87.5
10e eeuw|14e eeuw|87.5
10e eeuw|20e eeuw|87.5
10e eeuw|15e eeuw|87.5
10e eeuw|12e eeuw|87.5
10e eeuw|11e eeuw|87.5
10e eeuw|13e eeuw|87.5
Verrazzo|Terrazzo|87.5
13e eeuw|17e eeuw|87.5
13e eeuw|16e eeuw|87.5
13e eeuw|19e eeuw|87.5
13e eeuw|18e eeuw|87.5
13e eeuw|14e eeuw|87.5
13e eeuw|15e eeuw|87.5
13e eeuw|12e eeuw|87.5
13e eeuw|11e eeuw|87.5
13e eeuw|10e eeuw|87.5
Wegenstructuur|Beenstructuur|85.71428571428572
rijwielstalling|rijwielstallingen|88.23529411764706
Industriegebouw|Industriebouw|86.66666666666667
Industriegebouw|Industriegebouwen|88.23529411764706
keermuur|Weermuur|87.5
lichtopstand|lichtopstanden|85.71428571428572
Ceramiek|keramiek|87.5
Diakonie|Diaconie|87.5
Zoutloods|houtloods|88.88888888888889
Vaderlandsche Geschiedenis|Vaderlandse Geschiedenis|92.3076923076923
Opslagplaats|Opslagplaatsen|85.71428571428572
Gebruiksvoorwerp|Gebuiksvoorwerp|93.75
Wandversiering|Randversiering|92.85714285714286
Houtimitatie|Hout-imitatie|92.3076923076923
Plastic|plastic|85.71428571428572
Standveiligheid|Brandveiligheid|86.66666666666667
Lambrizering|Lambrisering|91.66666666666666
Dijkvak|Dijkval|85.71428571428572
pseudobasiliek|pseudobasilieken|87.5
weidemolen|weidemolens|90.9090909090909
Gordijnschildering|Gordijnschilderingen|90.0
Baldakijnschildering|Balkakijnschildering|95.0
Balkakijnschildering|Baldakijnschildering|95.0
Parochies|Parochie|88.88888888888889
Huidenlijm|huidenlijm|90.0
Beenderlijm|beenderlijm|90.9090909090909
Paleogeografie|Palaeogeografie|93.33333333333333
Schildering op doek|Schilderijen op doek|85.0
Beschilderd tongewelf|Beschilderd gewelf|85.71428571428572
Beschilderd gewelf|Beschilderd tongewelf|85.71428571428572
Architectuurbeschildering|Architectuurschildering|92.0
Beschilderd behang|Geschilderd behang|94.44444444444444
Beschilderd behang|Beschilderd behangsel|85.71428571428572
Impressionisme|expressionisme|85.71428571428572
Bouwindustrie|Touwindustrie|92.3076923076923
Zoutonderzoek|Houtonderzoek|92.3076923076923
machinegebouw|machinegebouwen|86.66666666666667
dierenbegraafplaats|dierenbegraafplaatsen|90.47619047619048
olieverfschilderingen|Olieverfschilderijen|85.71428571428572
Loofgang|Loopgang|87.5
Klimaatverandering|Klimaatveranderingen|90.0
Kerkschot|Kerkschat|88.88888888888889
Cassettenplafond|Cassetteplafond|93.75
Brocaat|Brokaat|85.71428571428572
Veelluik|Veegluik|87.5
Perspex|perspex|85.71428571428572
Amerikanisme|Americanisme|91.66666666666666
Zaadzolder|Zandzolder|90.0
achterglasschildering|Achterglasschilderij|85.71428571428572
Louis XV|Louis XIV|88.88888888888889
Louis XV|Louis XVI|88.88888888888889
Louis XIV|Louis XV|88.88888888888889
Louis XVI|Louis XV|88.88888888888889
genrevoorstelling|genrevoorstellingen|89.47368421052632
korintisch|Corintisch|90.0
Washuis|Walhuis|85.71428571428572
baarhuisje|baarhuisjes|90.9090909090909
Klokkentorentje|Klokketorentje|93.33333333333333
Klokketorentje|Klokkentorentje|93.33333333333333
poortje|poortjes|87.5
sacramentshuisje|sacramentshuis|87.5
bakkerswinkel|bakkerswinkels|92.85714285714286
Cassetteplafond|Cassettenplafond|93.75
Gordijnschilderingen|Gordijnschildering|90.0
Electriciteitscentrale|elektriciteitscentrale|90.9090909090909
Electriciteitscentrale|elektriciteitscentrales|86.95652173913044
Koorsluiting|Koorafsluiting|85.71428571428572
Rouwborden|rouwborden|90.0
Scheuren|Schuren|87.5
Schimmels|Schimmel|88.88888888888889
Schuiframen|schuiframen|90.9090909090909
Collectezak|Collectebak|90.9090909090909
Collectezak|collectezak|90.9090909090909
Collectebak|Collectezak|90.9090909090909
wandtegels|wandtegel|90.0
Glazuur|glazuur|85.71428571428572
Spinnenkopmolen|spinnekopmolen|86.66666666666667
Voorschot|koorschot|88.88888888888889
Sluiswachterhuisje|sluiswachtershuisjes|85.0
Waterwagen|Waterwegen|90.0
Schaalconstructie|Staalconstructie|88.23529411764706
Gietwerk|Rietwerk|87.5
Kanteel|Kasteel|85.71428571428572
Vergelijkingscollectie|Vergelijkingscollecties|95.65217391304348
jachthaven|jachthavens|90.9090909090909
Tbc-huisje|Tbc-huisjes|90.9090909090909
schoolgebouw|schoolgebouwen|85.71428571428572
orangerie|oranjerie|88.88888888888889
vijzelmolen|vijzelmolens|91.66666666666666
Aardkundige waarde|Aardkundige waarden|94.73684210526316
Tuigkamer|Tuinkamer|88.88888888888889
Veegluik|Veelluik|87.5
Meubelen|meubelen|87.5
Ambachtsgilden|Ambachtslieden|85.71428571428572
Amfitheaters|Amfitheater|91.66666666666666
Angelsaksen|Agelsaksen|90.9090909090909
Badkamers|Badkamer|88.88888888888889
Bakinrichtingen|badinrichtingen|86.66666666666667
Beelden|beelden|85.71428571428572
Begraving|Begrazing|88.88888888888889
Bereiding|Beweiding|88.88888888888889
Boomkisten|boomkisten|90.0
borden|boorden|85.71428571428572
Botdeterminatie|Houtdeterminatie|87.5
bouwconstructies|Bouwconstructie|87.5
bouwconstructies|Houtconstructies|87.5
bouwoffers|bouwoffer|90.0
Branden|branden|85.71428571428572
Branden|randen|85.71428571428572
brillen|billen|85.71428571428572
brinken|brikken|85.71428571428572
Bronsbewerking|Grondbewerking|85.71428571428572
Burchten|burchten|87.5
cartografie|Kartografie|90.9090909090909
Cisternen|Cisterne|88.88888888888889
cultusplaatsen|cultusplaats|85.71428571428572
Dierfysiologie|Dierenfysiologie|87.5
Doorvallend licht microscopie|Opvallend licht microscopie|86.20689655172413
Families|Familie|87.5
Fluiten|fluiten|85.71428571428572
Gebouwonderdelen|bouwonderdelen|87.5
geesten|feesten|85.71428571428572
geesten|eesten|85.71428571428572
geesten|leesten|85.71428571428572
Geneesmiddelen|Genotsmiddelen|85.71428571428572
Germaans|Germaan|87.5
Glazuren|glazuren|87.5
gordels|gordel|85.71428571428572
Graanopslagplaatsen|Graanopslagplaats|89.47368421052632
grachten|drachten|87.5
grafmonumenten|grafmonument|85.71428571428572
Grafschilderingen|Grafschildering|88.23529411764706
Grafschilderingen|Grotschilderingen|88.23529411764706
grafzerken|grafperken|90.0
grensstenen|grenssteen|90.9090909090909
Groente|Groenten|87.5
Grondbewerking|Bronsbewerking|85.71428571428572
Grotschilderingen|Grafschilderingen|88.23529411764706
haarden|Paarden|85.71428571428572
haarden|Kaarden|85.71428571428572
haarden|baarden|85.71428571428572
haarden|paarden|85.71428571428572
haarden|gaarden|85.71428571428572
Hangers|hangers|85.71428571428572
Hijswerktuigen|Hijswerktuig|85.71428571428572
Historische hulpwetenschappen|Historische taalwetenschappen|86.20689655172413
Historische taalwetenschappen|Historische hulpwetenschappen|86.20689655172413
Hoge middeleeuwen|Voege middeleeuwen|88.88888888888889
Industriegebouwen|Industriegebouw|88.23529411764706
informatiesystemen|informatiesysteem|88.88888888888889
Kaarsen|Kaarden|85.71428571428572
Kaarsen|laarsen|85.71428571428572
Kalenderfeesten|Kalenderfeest|86.66666666666667
kazernes|kazerne|87.5
Klassen|Kassen|85.71428571428572
Klassen|lassen|85.71428571428572
klokken|klikken|85.71428571428572
klokken|blokken|85.71428571428572
kloosters|Kloosters|88.88888888888889
Koetsen|Poetsen|85.71428571428572
Koorbanken|koorbanken|90.0
kralen|koralen|85.71428571428572
krammen|kammen|85.71428571428572
krammen|rammen|85.71428571428572
Kruisen|Kruiden|85.71428571428572
Kunststijlen|kunststijlen|91.66666666666666
Landbouwwerktuigen|Landbouwwerktuig|88.88888888888889
landweren|landwegen|88.88888888888889
Late ijzertijd|late ijzertijd|92.85714285714286
Legenden|Legende|87.5
Mandwerk|Handwerk|87.5
Matriarchaat|Patriarchaat|91.66666666666666
Mausolea|mausolea|87.5
Medische instrumenten|Optische instrumenten|85.71428571428572
Mesolithicum|mesolithicum|91.66666666666666
Molenstenen|molenstenen|90.9090909090909
muurtorens|muurtoren|90.0
muurtorens|vuurtorens|90.0
Naalden|naalden|85.71428571428572
Nederzettingsvormen|Nederzettingsvorm|89.47368421052632
Olielampen|olielampen|90.0
Optische instrumenten|Medische instrumenten|85.71428571428572
orgels|worgels|85.71428571428572
Overstromingen|Overstroming|85.71428571428572
Paarden|haarden|85.71428571428572
Paarden|Kaarden|85.71428571428572
Paarden|baarden|85.71428571428572
Paarden|paarden|85.71428571428572
Paarden|gaarden|85.71428571428572
pakhuizen|bakhuizen|88.88888888888889
Paleolithicum|paleolithicum|92.3076923076923
Palissades|Palissade|90.0
Palissades|palissades|90.0
pannen|spannen|85.71428571428572
Pannenbakkerijen|Pannenbakkerij|87.5
Parasols|Parasol|87.5
Patriarchaat|Matriarchaat|91.66666666666666
Pelgrimstekens|Pelgrimsteken|92.85714285714286
Pelgrimstekens|pelgrimsteken|85.71428571428572
Pelgrimstochten|Pelgrimstocht|86.66666666666667
Penningen|penningen|88.88888888888889
Perkament|perkament|88.88888888888889
Plafonds|Plafond|87.5
Plattelandssamenlevingen|Plattelandssamenleving|91.66666666666666
Pleisterplaatsen|Pleisterplaats|87.5
Poorten|poorten|85.71428571428572
pottenbakkerijen|pottenbakkerij|87.5
Pottenbakkersovens|Pottenbakkersoven|94.44444444444444
Rammelaars|rammelaars|90.0
Rietwerk|Gietwerk|87.5
Rosmolens|Rosmolen|88.88888888888889
Rosmolens|rosmolens|88.88888888888889
Rundveehouderij|Rundveehouderijen|88.23529411764706
schansen|schanzen|87.5
schepen|schenen|85.71428571428572
schepen|scheren|85.71428571428572
schepen|scheien|85.71428571428572
schepen|schoepen|87.5
schepen|scheden|85.71428571428572
schepen|scheppen|87.5
scholen|schalen|85.71428571428572
scholen|schoren|85.71428571428572
scholen|schoten|85.71428571428572
Schoppen|schoppen|87.5
schuilplaatsen|schuilplaats|85.71428571428572
Schuttersgilden|Schuttersgilde|93.33333333333333
sikkels|bikkels|85.71428571428572
Slijpen|slijpen|85.71428571428572
spiekers|spieker|87.5
spiekers|spijkers|87.5
steenbakkerijen|steenbakkerij|86.66666666666667
Steenbouw|Stedenbouw|90.0
Steengroeven|Steengroeve|91.66666666666666
steigers|steiger|87.5
Stoelen|stoelen|85.71428571428572
Strijdwagens|Strijdwagen|91.66666666666666
tempels|tempel|85.71428571428572
tempels|stempels|87.5
Tolwegen|Tolwezen|87.5
Transportmiddelen|transportmiddelen|94.11764705882352
trappen|trippen|85.71428571428572
uitkijktorens|uitkijktoren|92.3076923076923
Uurwerken|uurwerken|88.88888888888889
Verdedigingslinies|Verdedigingslinie|94.44444444444444
Verdedigingstorens|Verdedigingstoren|94.44444444444444
verdedigingswerken|verdedigingswerk|88.88888888888889
verdedigingswerken|Verdedigings-werken|89.47368421052632
Vissersschepen|visserschepen|85.71428571428572
voorraadpotten|voorraadvatten|85.71428571428572
Vuursteenbewerking|Natuursteenbewerking|85.0
Wagengraven|Wapengraven|90.9090909090909
Wapengraven|Wagengraven|90.9090909090909
Waterwegen|Waterwagen|90.0
Waterwegen|waterwegen|90.0
Wetlands|Wetland|87.5
Wijnbouw|Mijnbouw|87.5
winkels|Winkels|85.71428571428572
winkels|inkels|85.71428571428572
woningen|koningen|87.5
Huisplattegronden|Huisplattegrond|88.23529411764706
Mystiek|Mistiek|85.71428571428572
Muntschatten|Munrschatten|91.66666666666666
constructies|Reconstructies|85.71428571428572
Maritime musea|Maritieme musea|93.33333333333333
Leerbewerking|lederbewerking|85.71428571428572
Houtdeterminatie|Botdeterminatie|87.5
zegelstempels|zegelstempel|92.3076923076923
Maritieme musea|Maritime musea|93.33333333333333
Metingen|betingen|87.5
Huishoudens|Huishouden|90.9090909090909
scheepshellingen|scheepshelling|87.5
Materialen|materialen|90.0
Vestingen|vestingen|88.88888888888889
Vereenigde oost-indische compagnie|Verenigde Oost-Indische Compagnie|88.23529411764706
Vereenigde oost-indische compagnie|Verenigde oostindische compagnie|94.11764705882352
Registraties|Registratie|91.66666666666666
Duikers|duikers|85.71428571428572
Theoretische archeologie|Thematische archeologie|87.5
Beschrijvingen|Toeschrijvingen|86.66666666666667
Gemeentewapens|Gemeentewapen|92.85714285714286
Vlaggen|Plaggen|85.71428571428572
Vlaggen|vlaggen|85.71428571428572
Opslagplaatsen|Opslagplaats|85.71428571428572
Merktekens|Merkteken|90.0
Stadhouders|Stadhouder|90.9090909090909
Bronsgieters|Bronsgieter|91.66666666666666
vijzels|vijzel|85.71428571428572
vijzels|vijzelas|87.5
Kulturen|Culturen|87.5
Decoraties|Decoratie|90.0
munitie|munities|87.5
Determinatie|Determinaties|92.3076923076923
aardwetenschappen|Landwetenschappen|88.23529411764706
Plantenfysiologie|Plantfysiologie|88.23529411764706
Data processing|Dataprocessing|93.33333333333333
Beenbewerking|Steenbewerking|85.71428571428572
Milieueffectrapportages|Milieueffectrapportage|95.65217391304348
stempels|tempels|87.5
Etnoarcheologie|Ethnoarcheologie|93.75
Subsidies|Subsidie|88.88888888888889
Broches|Brochs|85.71428571428572
Plaatselijke politiek|Plaatselijke politie|95.23809523809523
Boekbanden|Boekbinden|90.0
Boekbanden|boekbanden|90.0
Klimaatveranderingen|Klimaatverandering|90.0
Kadasters|Kadaster|88.88888888888889
Ethnoarcheologie|Etnoarcheologie|93.75
Sarcofagen|sarcofagen|90.0
Dagelijks leven|Dagel?ks leven|86.66666666666667
rijengrafvelden|rijengrafveld|86.66666666666667
Jagers-verzamelaars|Jager-verzamelaars|94.73684210526316
grafkelders|grafkelder|90.9090909090909
kringgreppels|kringgreppel|92.3076923076923
Indians of north america|Indians of south america|91.66666666666666
Inundaties|Inundatie|90.0
Vlaardingen-cultuur|Vlaardingencultuur|94.73684210526316
Skythen|Scythen|85.71428571428572
Druiden|Kruiden|85.71428571428572
Thematische archeologie|Theoretische archeologie|87.5
Pfyner cultuur|Pfynerkultuur|85.71428571428572
Catacomben|Catacombe|90.0
termen|thermen|85.71428571428572
Valsificaties|Falsificaties|92.3076923076923
Opvallend licht microscopie|Doorvallend licht microscopie|86.20689655172413
Methoden en technieken van de biologie|Methoden en technieken van de archeologie|87.8048780487805
Spinnen (textiel)|Spinnen (textiel|94.11764705882352
Legeringen|wegeringen|90.0
Kunstvoorwerpen|Kunstvoorwerp|86.66666666666667
Paleoecologie|Palaeoecologie|92.85714285714286
Paleoecologie|Paleoserologie|85.71428571428572
Paleoecologie|Paleo-ecologie|92.85714285714286
Geo-elektrisch onderzoek|Geo-elektrisch-onderzoek|95.83333333333334
Falsificaties|Valsificaties|92.3076923076923
Pré-columbiaans|Precolumbiaans|86.66666666666667
Projectie|Propectie|88.88888888888889
Dataprocessing|Data processing|93.33333333333333
Deposities|Depositie|90.0
Metrologie|Petrologie|90.0
Omzettingsgesteenten|afzettingsgesteenten|90.0
Petrologie|Metrologie|90.0
Restauraties|Restauratie|91.66666666666666
dakpannen|bakpannen|88.88888888888889
Chromatograpy|Chromatography|92.85714285714286
Jong paleolithicum|jong paleolithicum|94.44444444444444
trechterbeker-cultuur|Trechterbekercultuur|90.47619047619048
Amuletten|amuletten|88.88888888888889
Varkens|Varens|85.71428571428572
Varkens|Varken|85.71428571428572
Varkens|varkens|85.71428571428572
Galloromeins|Gallo-romeins|92.3076923076923
Laat-glaciaal|Laatglaciaal|92.3076923076923
Agelsaksen|Angelsaksen|90.9090909090909
Gallo-romeins|Galloromeins|92.3076923076923
Graffito|Graffiti|87.5
Precolumbiaans|Pré-columbiaans|86.66666666666667
Transgressie|Transgressies|92.3076923076923
Gedenktekens|Gedenkteken|91.66666666666666
Gedenktekens|gedenktekens|91.66666666666666
bastions|bastion|87.5
Krypten|crypten|85.71428571428572
Zonnewijzers|zonnewijzers|91.66666666666666
Genotsmiddelen|Geneesmiddelen|85.71428571428572
Genotsmiddelen|genotmiddelen|85.71428571428572
theaters|theater|87.5
Mergels|Mergel|85.71428571428572
Rekenpenningen|rekenpenningen|92.85714285714286
Menhirs|Menhir|85.71428571428572
parochiekerken|parochiekerk|85.71428571428572
Brochs|Broches|85.71428571428572
Keukens|Keuken|85.71428571428572
Basilicae|Basilica|88.88888888888889
Kelders|Kwelders|87.5
Stadsplattegronden|Stadsplattegrond|88.88888888888889
graftomben|graftombe|90.0
druiven|druilen|85.71428571428572
Vegetatiehorizont|Vegetatiehorizonten|89.47368421052632
Buurtschappen|Buurschappen|92.3076923076923
Palaeoecologie|Paleoecologie|92.85714285714286
Palaeoecologie|Paleo-ecologie|85.71428571428572
Stedenbouw|Stedebouw|90.0
Stedenbouw|Steenbouw|90.0
Expedities|Expeditie|90.0
Indians of south america|Indians of north america|91.66666666666666
Hoogvenen|Hoogveen|88.88888888888889
Moated sites|Moated site|91.66666666666666
Rivierbeddingen|Rivierbedding|86.66666666666667
Dakpanstempels|Dakpanstempel|92.85714285714286
Aardkundige waarden|Aardkundige waarde|94.73684210526316
Metrieke stelsel|Metriek stelsel|93.75
Ganggraven|Langgraven|90.0
Langgraven|Ganggraven|90.0
Speelschijven|speelschijven|92.3076923076923
Dierornamentiek|Tierornamentik|86.66666666666667
tympanen|timpanen|87.5
Pilgrimage|Pelgrimage|90.0
Mycologie|Myologie|88.88888888888889
Dagel?ks leven|Dagelijks leven|86.66666666666667
Kerstening|Verstening|90.0
Doopvonten|doopvonten|90.0
Vervoersmiddelen|Vervoermiddelen|93.75
Strijdhamers|Strijdhamer|91.66666666666666
Spinnen (textiel|Spinnen (textiel)|94.11764705882352
klompen|klampen|85.71428571428572
