Term in CSV|Other Term in CSV|Percentage Match
Algemeenheden betreffende de papierfabricage. Eigenschappen en|Algemeenheden betreffende de papierfabricage. Eigenschappen en beproeving|84.93150684931507
bedrijfsgebouwen|bedrijfsgebouw|87.5
historieschilderkunst|materieschilderkunst|80.95238095238095
Bleken|Beken|83.33333333333334
Drukinkten. Lithografische inkten. Schrijf- en tekenstiften.|Drukinkten. Lithografische inkten. Schrijf- en tekenstiften. Kleurpotloden|81.08108108108108
Been (materiaal)|Steen (materiaal)|88.23529411764706
Computers|Computer|88.88888888888889
Toxiciteit|Toxiteit|80.0
Kraakporselein|Kraak porselein|93.33333333333333
ornamentprenten|ornamentprent|86.66666666666667
Kopten|Kosten|83.33333333333334
Ontwerpen|Ontwerpers|80.0
Industriële en huiselijke kunst en kunstnijverheid. Toegepaste|Industriële en huiselijke kunst en kunstnijverheid. Toegepaste kunst|91.17647058823529
Familieportretten|familieportretten|94.11764705882352
Pottenbakkers|Pottenbakker|92.3076923076923
Standbeelden|Standbeeld|83.33333333333334
Standbeelden|standbeelden|91.66666666666666
Jaarringen|Jaarring|80.0
Jaarringen|baardingen|80.0
Jaarringen|haarringen|90.0
Reproductie. Kopiëren.  Maken van getrouwe kopie, replica's,|Reproductie. Kopieën.  Maken van getrouwe kopie, replica's, afgietsels|80.0
Reproductie. Kopiëren.  Maken van getrouwe kopie, replica's,|Reproductie. Kopie͏̈ren.  Maken van getrouwe kopie, replica's, afgietsels|80.82191780821918
Lampen|Rampen|83.33333333333334
Lampen|tampen|83.33333333333334
Winterlandschappen|rivierlandschappen|83.33333333333334
Absorptie. Emissie. Terugkaatsing (reflectie). Breking|Absorptie. Emissie. Terugkaatsing (reflectie). Breking (refractie).|80.59701492537313
Mineralen|mineralen|88.88888888888889
Beeldverwerking|Melkverwerking|80.0
Technische tekeningen|technische tekening|85.71428571428572
Monumentale kunst|Monumentale wandkunst|80.95238095238095
Uitbreidingsplannen|Uitbreidingsplan|84.21052631578947
Verkopen|Verkoperen|80.0
Beeldcommunicatie|Telecommunicatie|82.35294117647058
Devotieprenten|devotieprentjes|80.0
Carillons|Carillon|88.88888888888889
Klokkengieters|klokkengieterij|80.0
Klokkengieters|Klokkengieter|92.85714285714286
Toetsinstrumenten|toetseninstrumenten|84.21052631578947
Toetsinstrumenten|meetinstrumenten|82.35294117647058
Slaapkamers|Slaapkamer|90.9090909090909
boekenkasten|hoedenkasten|83.33333333333334
Sociologische aspecten|Biologische aspecten|86.36363636363636
tuinhuizen|spinhuizen|80.0
tuinhuizen|seinhuizen|80.0
Neostijlen|reestijlen|80.0
Neostijlen|neostijlen|90.0
conservering van films|conservering van glas|86.36363636363636
Gips, kalk en cementindustrie. Pleisters en samenstellingen.|Gips, kalk en cementindustrie. Pleisters en samenstellingen. Mortel. Beton|81.08108108108108
Statistisch onderzoek|Seismisch onderzoek|80.95238095238095
Chemische producten. Chemicalin|Chemische producten. Chemicaliën|96.875
encyclopedien, bijzondere|encyclopedieën, bijzondere|96.15384615384616
monografien|monografieën|91.66666666666666
kunst van Azi|kunst van Azië|92.85714285714286
subsidiring|subsidiëring|91.66666666666666
encyclopedin|Encyclopedie|83.33333333333334
industrile vormgeving|Industriële vormgeving|90.9090909090909
Fotokopiren. Fotografische reproductie en fotografische drukken|Fotokopiëren. Fotografische reproductie en fotografische drukken|98.4375
Chemische analyses|Chemische analyse|94.44444444444444
Chemische analyses|Thermische analyse|83.33333333333334
Osteoarcheologie|Fytoarcheologie|81.25
Osteoarcheologie|Etnoarcheologie|81.25
Osteoarcheologie|geoarcheologie|81.25
Moderne kunststromingen (vanaf de late 19e eeuw). Realisme, impr|Moderne kunststromingen (vanaf de late 19e eeuw). Realisme, impressionisme|86.48648648648648
Moderne kunststromingen (vanaf de late 19e eeuw). Realisme, impr|Moderne kunststromingen (vanaf de late 19e eeuw). Realisme,|92.1875
Impregnering en overige behandeling van hout. Kunstmatige drogin|Impregnering en overige behandeling van hout. Kunstmatige droging|98.46153846153847
Impregnering en overige behandeling van hout. Kunstmatige drogin|Impregnering en overige behandeling van hout. Kunstmatige|89.0625
Biologische aspecten|Economische aspecten|80.0
Biologische aspecten|Sociologische aspecten|86.36363636363636
Kunstenaarskolonies|kunstenaarskolonies|94.73684210526316
spectrometry|spectrometrie|84.61538461538461
conservering van metaal|Conservering van metalen|83.33333333333334
Archeologische methoden en technieken in het veld.|Archeologische methoden en technieken in het veld. Incl.:|87.71929824561404
archaeometrie|Archeometrie|84.61538461538461
Spectraalanalysemethoden. Optische analysemethoden.|Spectraalanalysemethoden. Optische analysemethoden. Incl.:|87.93103448275862
beursgebouwen|bestuursgebouwen|81.25
Moderne kunststromingen (vanaf de late 19e eeuw).|Moderne kunststromingen (vanaf de late 19e eeuw). Realisme,|83.05084745762711
conservering van glas|conservering van films|86.36363636363636
Stichting Restauratie Atelier Limburg (SRAL)|Stichting Restauratie Atelier Limburg|84.0909090909091
Verpleegkundigen|Verpleegkunde|81.25
Metaalhoudende inkten. incl. IJzergallus inkt. Goud- en zilverin|Metaalhoudende inkten. incl. IJzergallus inkt. Goud- en zilverinkt|96.96969696969697
Metaalhoudende inkten. incl. IJzergallus inkt. Goud- en zilverin|Metaalhoudende inkten. incl. IJzergallus inkt. Goud- en|85.9375
Metaalhoudende inkten. incl. IJzergallus inkt. Goud- en|Metaalhoudende inkten. incl. IJzergallus inkt. Goud- en zilverinkt|83.33333333333334
Metaalhoudende inkten. incl. IJzergallus inkt. Goud- en|Metaalhoudende inkten. incl. IJzergallus inkt. Goud- en zilverin|85.9375
Traditie|Tradities|88.88888888888889
bankgebouwen|bankgebouw|83.33333333333334
Monumentale wandkunst|Monumentale kunst|80.95238095238095
ministeries|ministerie|90.9090909090909
Legerkampen|Legerkamp|81.81818181818181
Informatiemaatschappij|Informatie - maatschappij|88.0
plastics|plastic|87.5
Protestantse kerken|Protestantse kerk|89.47368421052632
Edele metalen|Edelmetalen|84.61538461538461
Architectuurtheorieën|Architectuurtheorie|90.47619047619048
Moeren|Meren|83.33333333333334
Moeren|Boeren|83.33333333333334
Moeren|roeren|83.33333333333334
Moeren|poeren|83.33333333333334
Eindafwerking van het oppervlak van meubels. Nabewerking.|Eindafwerking van het oppervlakvan meubels. Nabewerking.|98.24561403508771
Trillingen|Trilling|80.0
Trillingen|gillingen|80.0
Trillingen|drielingen|80.0
bouwwerken|Houtwerken|80.0
bouwwerken|bolwerken|80.0
Cultuurgeschiedenis (wetenschap)|Kunstgeschiedenis (wetenschap)|81.25
Historische plaatsen|Historische kaarten|80.0
Paleo-ecologie|Paleoecologie|92.85714285714286
Paleo-ecologie|Palaeoecologie|85.71428571428572
Paleo-ecologie|Paleoserologie|85.71428571428572
Polyurethanen|Polyurethaan|84.61538461538461
Pastorieën|pastorieën|90.0
Isolatiematerialen|Isolatiemateriaal|83.33333333333334
Bronnenonderzoek. Kunsttechnologisch bronnenonderzoek|Bronnenonderzoek.  Kunsttechnologisch bronnenonderzoek|98.14814814814815
Stenen bergmolen|stenen beltmolen|81.25
Museum of Fine Arts, Boston|Museum of Fine Arts, Houston|92.85714285714286
Polyurethaan|Polyurethanen|84.61538461538461
Wieringer boerderij|Wieringermeer boerderij|82.6086956521739
Trechterbekercultuur|trechterbeker-cultuur|90.47619047619048
Vlaardingencultuur|Vlaardingen-cultuur|94.73684210526316
Steingroep|Stein-groep|90.9090909090909
Wieringermeer boerderij|Wieringer boerderij|82.6086956521739
8-kante grondzeiler|achtkante grondzeiler|80.95238095238095
8-kante grondzeiler|zeskante grondzeilers|80.95238095238095
Zeeuwse schuur|Zeeuwse schuren|80.0
Hemelvaart|Heervaart|80.0
manuscripten. manuscripten met miniaturen. geïlumineerde handschriften|manuscripten. manuscripten met miniaturen. gei͏̈llumineerde handschriften|94.52054794520548
buitenkruier|buitenkruiers|92.3076923076923
Thermische analyse|Chemische analyse|88.88888888888889
Thermische analyse|Chemische analyses|83.33333333333334
gymnastiekzaal|gymnastieklokaal|81.25
gymnastiekzaal|gymnastiekzalen|80.0
Gevelconstructie|Gewelfconstructie|88.23529411764706
Gevelconstructie|Koepelconstructie|82.35294117647058
Gevelconstructie|meubelconstructie|82.35294117647058
Bronnenonderzoek.  Kunsttechnologisch bronnenonderzoek|Bronnenonderzoek. Kunsttechnologisch bronnenonderzoek|98.14814814814815
Bouwkundig onderzoek|Bouwkundig onderwijs|80.0
kasteelterreinen|speelterreinen|81.25
A-steker|RA-steker|88.88888888888889
RA-steker|A-steker|88.88888888888889
Behoudenswaardige vindplaats|Geen behoudenswaardige vindplaats|81.81818181818181
kloosterterrein|kloosterkerken|80.0
Industrieel wit|Industrieel zwart|82.35294117647058
Tefriet|tefriet|85.71428571428572
kespen|kepen|83.33333333333334
kespen|gespen|83.33333333333334
Geen behoudenswaardige vindplaats|Behoudenswaardige vindplaats|81.81818181818181
Voorloper|voorlopers|80.0
Voorloper|voorloper|88.88888888888889
dorpsontwikkeling|Bosontwikkeling|82.35294117647058
Stelmakerij|Ketelmakerij|83.33333333333334
Industrieel zwart|Industrieel wit|82.35294117647058
Erfafscheiding|Harsafscheiding|80.0
wetstenen|pletstenen|80.0
kantrechtbijl|kantrechtbijlen|86.66666666666667
kantrechtbijl|kantrechtbiil|92.3076923076923
kruiwagen|kruiwagens|90.0
kruiwagen|krukwangen|80.0
kruiwagen|kruislagen|80.0
vecht|Recht|80.0
vecht|vacht|80.0
biechtboek|biechtbord|80.0
rijst|lijst|80.0
prestedelijke ontwikkeling|Stedelijke ontwikkeling|84.61538461538461
prestedelijke ontwikkeling|Vroeg stedelijke ontwikkeling|86.20689655172413
Kapconstructie|Dakconstructie|85.71428571428572
Kapconstructie|Kapconstructies|93.33333333333333
Kapconstructie|Dakconstructies|80.0
Kapconstructie|Balkconstructie|80.0
brandsporen|grondsporen|81.81818181818181
kapbergen|kaakbergen|80.0
Eenroeders|eenroeders|90.0
Eenroeders|zesroeders|80.0
Gantel|mantel|83.33333333333334
Pathologie|Mythologie|80.0
Pathologie|Petrologie|80.0
houtanalyse|Botanalyse|81.81818181818181
dodenlandschap|Polderlandschap|80.0
bootvormig|bolvormig|80.0
retranchement|retranchementen|86.66666666666667
hoefafdrukken|Voetafdrukken|84.61538461538461
hoefafdrukken|hoefindrukken|84.61538461538461
bevolkingsafname|bevolkingssafname|94.11764705882352
Hollandse stal|Hollandse stallen|82.35294117647058
Flavische tijd|Frankische tijd|80.0
Flavische tijd|Claudische tijd|80.0
eergetouw|eergetouwen|81.81818181818181
keerploeg|keerploegen|81.81818181818181
keerploeg|veerploeg|88.88888888888889
Claudische tijd|Flavische tijd|80.0
Napoleonshoeden|napolionshoeden|86.66666666666667
Napoleonshoeden|Napoleonswegen|80.0
stiepen|stoepen|85.71428571428572
flank|Klank|80.0
wandgreppels|standgreppels|84.61538461538461
contrescarp|contrescarpes|84.61538461538461
essenhout|essehout|88.88888888888889
dorpsbrand|Dorpsrand|80.0
dekplaten|drukplaten|80.0
dekplaten|dekplanken|80.0
kerkregister|kerkhofregister|80.0
rituele depositie|Rituele deposities|88.88888888888889
Rituele deposities|rituele depositie|88.88888888888889
schuttersput|schuttersputten|80.0
veenwinning|Steenwinning|83.33333333333334
veenwinning|Leemwinning|81.81818181818181
veenwinning|teerwinning|81.81818181818181
plunderingen|funderingen|83.33333333333334
plunderingen|paalfunderingen|80.0
deelgebieden|Veengebieden|83.33333333333334
rootkuilen|woonkuilen|80.0
langsdeelschuur|langsdeelschuren|81.25
kleinschalig|kleischalie|83.33333333333334
poldermolen|poldermolens|91.66666666666666
Veenterp|Veenterpen|80.0
beekafzettingen|Meerafzettingen|86.66666666666667
beekafzettingen|Veenafzettingen|86.66666666666667
beekafzettingen|Oeverafzettingen|81.25
Paalschuren|zaagschuren|81.81818181818181
Paalschuren|baanschuren|81.81818181818181
knappersteen|klapperstenen|84.61538461538461
Stekers|stekers|85.71428571428572
onstaansgeschiedenis|stadsgeschiedenis|80.0
onstaansgeschiedenis|Ontstaansgeschiedenis|90.47619047619048
bevolkingssafname|bevolkingsafname|94.11764705882352
blazen|Glazen|83.33333333333334
branden|Branden|85.71428571428572
branden|randen|85.71428571428572
branden|banden|85.71428571428572
cloisonné|Cloisonné|88.88888888888889
drukken|krukken|85.71428571428572
etsen|Etsen|80.0
etsen|essen|80.0
gieten|giften|83.33333333333334
gieten|nieten|83.33333333333334
gieten|gieken|83.33333333333334
glazuren|Glazuren|87.5
kleuren|Kleuren|85.71428571428572
lassen|Klassen|85.71428571428572
lassen|Kassen|83.33333333333334
lassen|gassen|83.33333333333334
lassen|passen|83.33333333333334
lassen|kassen|83.33333333333334
lassen|tassen|83.33333333333334
lassen|bassen|83.33333333333334
lassen|assen|83.33333333333334
lijmen|Lijmen|83.33333333333334
lijmen|lijken|83.33333333333334
lijmen|lijven|83.33333333333334
lijmen|lijnen|83.33333333333334
overgieten|vergieten|90.0
persen|pelsen|83.33333333333334
polijsten|roklijsten|80.0
ringeloren|ringsloten|80.0
slaan|laan|80.0
slijpen|Slijpen|85.71428571428572
smeden|Smeden|83.33333333333334
spatten|spanten|85.71428571428572
spuiten|spuien|85.71428571428572
spuiten|stuiten|85.71428571428572
steken|stoken|83.33333333333334
steken|staken|83.33333333333334
steken|stekel|83.33333333333334
steken|steen|83.33333333333334
steken|stelen|83.33333333333334
steken|stenen|83.33333333333334
steken|stegen|83.33333333333334
steken|streken|85.71428571428572
stoken|steken|83.33333333333334
stoken|staken|83.33333333333334
stoken|stokken|85.71428571428572
vernissen|Vernissen|88.88888888888889
verven|werven|83.33333333333334
verven|erven|83.33333333333334
verven|veren|83.33333333333334
verven|kerven|83.33333333333334
vlechten|vluchten|87.5
vlechten|plechten|87.5
weven|wegen|80.0
weven|werven|83.33333333333334
weven|Weven|80.0
weven|welen|80.0
weven|heven|80.0
weven|zeven|80.0
staken|steken|83.33333333333334
staken|stoken|83.33333333333334
staken|spaken|83.33333333333334
staken|staven|83.33333333333334
staken|stalen|83.33333333333334
staken|staten|83.33333333333334
Vormen|Normen|83.33333333333334
Vormen|Wormen|83.33333333333334
Vormen|vormen|83.33333333333334
bolvormig|bootvormig|80.0
cilinder|cilinders|88.88888888888889
gedrukt cilindrisch of schijfvormig (liggend)|gedrukt cilindrisch of schijfvormig (staand)|88.88888888888889
gedrukt cilindrisch of schijfvormig (staand)|gedrukt cilindrisch of schijfvormig (liggend)|88.88888888888889
helmvormig|kelkvormig|80.0
kelkvormig|helmvormig|80.0
kelkvormig|klokvormig|80.0
klokvormig|Blokvormig|90.0
klokvormig|kelkvormig|80.0
concaaf trechtervormig|convex trechtervormig|81.81818181818181
convex trechtervormig|concaaf trechtervormig|81.81818181818181
slank canopisch|slank conisch|80.0
slank conisch|slank canopisch|80.0
eivormig|uivormig|87.5
omgekeerd eivormig|omgekeerd peervormig|85.0
omgekeerd peervormig|omgekeerd eivormig|85.0
uivormig|eivormig|87.5
pyramide|pyramides|88.88888888888889
omgekeerd piramidaal met concave wanden|omgekeerd piramidaal met convexe wanden|92.3076923076923
omgekeerd piramidaal met convexe wanden|omgekeerd piramidaal met concave wanden|92.3076923076923
piramidaal met concave wanden|piramidaal met convexe wanden|89.65517241379311
piramidaal met convexe wanden|piramidaal met concave wanden|89.65517241379311
deksels|demsels|85.71428571428572
klokvormig deksul met inschietende cilindrische ring uivormige knop|wijd-klokvormig deksel met inschietende cilindrische ring pijnappclvormige knop|82.27848101265822
klokvormig deksul met inschietende cilindrische ring uivormige knop|wijd-klokvormig deksel met inschietende cilindrische ring vaasvormige knop|86.48648648648648
klokvormig deksul met inschietende cilindrische ring uivormige knop|wijd-klokvorqig deksel met inschietende cilindrische ring eikelvormige knop|85.33333333333333
wijd-klokvormig deksel met inschietende cilindrische ring pijnappclvormige knop|klokvormig deksul met inschietende cilindrische ring uivormige knop|82.27848101265822
wijd-klokvormig deksel met inschietende cilindrische ring pijnappclvormige knop|wijd-klokvormig deksel met inschietende cilindrische ring vaasvormige knop|89.87341772151899
wijd-klokvormig deksel met inschietende cilindrische ring pijnappclvormige knop|wijd-klokvorqig deksel met inschietende cilindrische ring eikelvormige knop|89.87341772151899
wijd-klokvormig deksel met inschietende cilindrische ring vaasvormige knop|klokvormig deksul met inschietende cilindrische ring uivormige knop|86.48648648648648
wijd-klokvormig deksel met inschietende cilindrische ring vaasvormige knop|wijd-klokvormig deksel met inschietende cilindrische ring pijnappclvormige knop|89.87341772151899
wijd-klokvormig deksel met inschietende cilindrische ring vaasvormige knop|wijd-klokvorqig deksel met inschietende cilindrische ring eikelvormige knop|92.0
wijd-klokvorqig deksel met inschietende cilindrische ring eikelvormige knop|klokvormig deksul met inschietende cilindrische ring uivormige knop|85.33333333333333
wijd-klokvorqig deksel met inschietende cilindrische ring eikelvormige knop|wijd-klokvormig deksel met inschietende cilindrische ring pijnappclvormige knop|89.87341772151899
wijd-klokvorqig deksel met inschietende cilindrische ring eikelvormige knop|wijd-klokvormig deksel met inschietende cilindrische ring vaasvormige knop|92.0
oren|Toren|80.0
oren|boren|80.0
oren|toren|80.0
oren|koren|80.0
c-voluutvormig oor|s-voluutvormig oor|94.44444444444444
c-voluutvormig oor|voluutvormig oor|88.88888888888889
s-voluutvormig oor|c-voluutvormig oor|94.44444444444444
s-voluutvormig oor|voluutvormig oor|88.88888888888889
voluutvormig oor|c-voluutvormig oor|88.88888888888889
voluutvormig oor|s-voluutvormig oor|88.88888888888889
flauw s- vormig gebogen tuit|sterk s- vormig gebogen tuit|82.14285714285714
sterk s- vormig gebogen tuit|flauw s- vormig gebogen tuit|82.14285714285714
randen|Branden|85.71428571428572
randen|manden|83.33333333333334
randen|branden|85.71428571428572
randen|tanden|83.33333333333334
randen|wanden|83.33333333333334
randen|landen|83.33333333333334
randen|banden|83.33333333333334
randen|ronden|83.33333333333334
gekanteeld|gekarteld|80.0
gekarteld|gekanteeld|80.0
voeten|vleten|83.33333333333334
concaaf conische voet|convex conische voet|80.95238095238095
convex conische voet|concaaf conische voet|80.95238095238095
gelobde voet, geringde schacht|gewelfde voet, geringde schacht|87.09677419354838
gewelfde voet, geringde schacht|gelobde voet, geringde schacht|87.09677419354838
vlakke voet, dubbele baluster schacht|vlakke voet, genodeerde baluster schacht|80.0
vlakke voet, genodeerde baluster schacht|vlakke voet, dubbele baluster schacht|80.0
materialen|Materialen|90.0
been|beren|80.0
been|benen|80.0
beits|Beits|80.0
dierenhuid|dierentuin|80.0
glazuur|Glazuur|85.71428571428572
natuurhars|natuurharsen|83.33333333333334
azijnhout|satijnhout|80.0
berkehout|beukenhout|80.0
beukenhout|berkehout|80.0
essehout|essenhout|88.88888888888889
Amerikaans grenehout|Amerikaans notehout|80.0
Amerikaans notehout|Amerikaans grenehout|80.0
satijnhout|azijnhout|80.0
vurenhout|Vurenhout|88.88888888888889
board|baard|80.0
keramiek|Ceramiek|87.5
aardewerk|aardwerk|88.88888888888889
majolica|majolica's|80.0
plateel|Plateel|85.71428571428572
stekel|steken|83.33333333333334
veren|Veren|80.0
veren|Meren|80.0
veren|beren|80.0
veren|verven|83.33333333333334
veren|vemen|80.0
veren|geren|80.0
kruidnagel|kruisnagel|90.0
perspex|Perspex|85.71428571428572
plastic|Plastic|85.71428571428572
plastic|plastics|87.5
dierlijke lijmen|Dierlijke lijm|81.25
beenderlijm|Beenderlijm|90.9090909090909
huidenlijm|Huidenlijm|90.0
plantaardige lijmen|Plantaardige lijm|84.21052631578947
natuurharsen|natuurhars|83.33333333333334
synthetische lijmen|Synthetische lijm|84.21052631578947
gouddraad|Gouddraad|88.88888888888889
plaatijzer|platijzers|80.0
staal|stal|80.0
staaldraad|metaaldraad|81.81818181818181
tombak|kombak|83.33333333333334
plate|pate|80.0
plate|platen|83.33333333333334
mineralen|Mineralen|88.88888888888889
mortel|motel|83.33333333333334
mortel|mortels|85.71428571428572
basterd-cementmortel|basterd-cement-trasmortel|80.0
basterd-cement-trasmortel|basterd-cementmortel|80.0
cementmortel|Cementmortel|91.66666666666666
metselmortel|Metselmortels|84.61538461538461
vloermortel|voegmortel|81.81818181818181
voegmortel|Voegmortel|90.0
voegmortel|vloermortel|81.81818181818181
parel|parels|83.33333333333334
pate|plate|80.0
perkament|Perkament|88.88888888888889
perkament|perkamenten|81.81818181818181
indigo|Indigo|83.33333333333334
bruine pigmenten|groene pigmenten|81.25
gele pigmenten|groene pigmenten|81.25
groene pigmenten|bruine pigmenten|81.25
groene pigmenten|gele pigmenten|81.25
groene pigmenten|rode pigmenten|81.25
rode pigmenten|groene pigmenten|81.25
witte pigmenten|zwarte pigmenten|81.25
loodwit|Loodwit|85.71428571428572
zinkwit|Zinkwit|85.71428571428572
zwarte pigmenten|witte pigmenten|81.25
roet|rozet|80.0
kunststeen|Kunststeen|90.0
baksteen|bakstenen|88.88888888888889
Belgische steen|Belgische leien|80.0
holle baksteen|volle baksteen|92.85714285714286
molersteen|molensteen|90.0
molersteen|molenstenen|81.81818181818181
nievelsteen|Gevelsteen|81.81818181818181
scheennessen|scheermessen|83.33333333333334
straatstenen|Straatsteen|83.33333333333334
volle baksteen|holle baksteen|92.85714285714286
Waalsteen|maalstenen|80.0
gasbeton|Gasbeton|87.5
afzettingsgesteenten|Omzettingsgesteenten|90.0
Baumberger steen|Baumberger zandsteen|80.0
hardsteen|haardstenen|81.81818181818181
mergel|Mergel|83.33333333333334
Savonnières|caponnières|81.81818181818181
Travertin|Travertijn|90.0
kleischalie|kleinschalig|83.33333333333334
zandsteen|Ölandsteen|80.0
metamorfgesteente|Metamorf gesteente|88.88888888888889
metamorfgesteente|Metamorfe gesteenten|80.0
leisteen|Pleisteren|80.0
Belgische leien|Belgische steen|80.0
grijze leisteen|groene leisteen|80.0
groene leisteen|grijze leisteen|80.0
groene leisteen|rode leisteen|80.0
rode leisteen|groene leisteen|80.0
Istrisch marmer|Parisch marmer|80.0
Parisch marmer|Istrisch marmer|80.0
Parisch marmer|thasisch marmer|80.0
brocatello|brokatelle|80.0
thasisch marmer|Parisch marmer|80.0
stollingsgesteenten|Stollingsgesteente|89.47368421052632
stollingsgesteenten|Stollingsgesteenten|94.73684210526316
zwart Zweeds graniet|wit Zweeds graniet|85.0
rood Scandinavisch graniet|rose Scandinavisch graniet|92.3076923076923
rose Scandinavisch graniet|rood Scandinavisch graniet|92.3076923076923
wit Zweeds graniet|zwart Zweeds graniet|85.0
tefriet|Tefriet|85.71428571428572
brokaat|Brokaat|85.71428571428572
brokatelle|brocatello|80.0
dralon|draIon|83.33333333333334
elastiek|Plastiek|87.5
galon|Salon|80.0
galon|gazon|80.0
goudleer|Goudleer|87.5
laken|daken|80.0
laken|lakken|83.33333333333334
laken|lanen|80.0
laken|kaken|80.0
laken|haken|80.0
laken|aaken|80.0
laken|aken|80.0
linnen|pinnen|83.33333333333334
linnen|lijnen|83.33333333333334
vinyl|Vinyl|80.0
zijde|zijden|83.33333333333334
vacht|Pacht|80.0
vacht|jacht|80.0
vacht|Macht|80.0
vacht|vecht|80.0
silicaatverf|Silicaatverf|91.66666666666666
synthetische harsverf|Synthetische harsen|80.95238095238095
ei-olie tempera|olie tempera|80.0
olie tempera|ei-olie tempera|80.0
vezels|ezels|83.33333333333334
draIon|dralon|83.33333333333334
perlon|perron|83.33333333333334
katoen|Katoen|83.33333333333334
katoen|katten|83.33333333333334
rameh|ramen|80.0
wolvet|wolven|83.33333333333334
standgreppels|wandgreppels|84.61538461538461
haren|baren|80.0
haren|harren|83.33333333333334
haren|harpen|83.33333333333334
haren|harten|83.33333333333334
haren|karen|80.0
haren|harken|83.33333333333334
haren|haken|80.0
kernen|kerven|83.33333333333334
klapperstenen|knappersteen|84.61538461538461
klingen|Klingen|85.71428571428572
klingen|klinken|85.71428571428572
kuilen|Kuilen|83.33333333333334
kuilen|zuilen|83.33333333333334
kuilen|muilen|83.33333333333334
kuilen|kuipen|83.33333333333334
palenrijen|galerijen|80.0
palenrijen|palenrij|80.0
palissaden|Palissade|80.0
palissaden|Palissades|80.0
palissaden|palissades|90.0
gebouwde omgeving|Gebouwde omgeving|94.11764705882352
klokkenstoel|klokkestoel|91.66666666666666
klokkenstoel|klokkenspel|83.33333333333334
klokkenstoel|klokkenstoelen|85.71428571428572
koorschot|Voorschot|88.88888888888889
aanslagen|wantslagen|80.0
baren|boren|80.0
baren|beren|80.0
baren|haren|80.0
baren|karen|80.0
baren|barken|83.33333333333334
baardingen|Jaarringen|80.0
baardingen|haarringen|80.0
balansen|balanten|87.5
bewegingsmechanismen|bedieningsmechanismen|85.71428571428572
binnenhoofden|binnenboorden|84.61538461538461
bolders|polders|85.71428571428572
bolders|zolders|85.71428571428572
cremaillièren|cremaillères|84.61538461538461
deurkassen|deurkasten|90.0
dookbouten|oogbouten|80.0
dookbouten|roosbouten|80.0
drukstoelen|krekstoelen|81.81818181818181
grondbalken|grondarken|81.81818181818181
haalijzers|halsijzers|80.0
haalijzers|hangijzers|80.0
haalijzers|jaagijzers|80.0
haalijzers|maanijzers|80.0
haalkommen|haalbomen|80.0
haalpennen|walpennen|80.0
haalpennen|zwalpennen|80.0
halsen|halzen|83.33333333333334
halsen|hallen|83.33333333333334
halsbeugels|haakbeugels|81.81818181818181
halsbeugels|helmbeugels|81.81818181818181
halsringen|haarringen|80.0
heftorens|hoektorens|80.0
heugelstangen|regelstangen|84.61538461538461
jokdorpels|lekdorpels|80.0
karbelen|korbelen|87.5
karbelen|kardelen|87.5
karbelen|karvelen|87.5
klimijzers|kuipijzers|80.0
klinketten|rinketten|80.0
kloosterhouten|kroostelhouten|85.71428571428572
kloosterhouten|roosterhouten|85.71428571428572
kloosterhouten|kloosterhoven|85.71428571428572
kloosterhouten|kloosterpoorten|80.0
komplaten|knolplaten|80.0
komplaten|kramplaten|80.0
kroostelhouten|kloosterhouten|85.71428571428572
kroostelhouten|roosterhouten|85.71428571428572
landhoofden|landhoofd|81.81818181818181
landhoofden|laadhoofden|90.9090909090909
loopwielen|pompwielen|80.0
mangaten|mamgaten|87.5
naalden|Naalden|85.71428571428572
onderregels|onderzetels|81.81818181818181
overlaten|overlappen|80.0
paalfunderingen|paalfundering|86.66666666666667
paalfunderingen|plunderingen|80.0
palrollen|spanrollen|80.0
palrollen|spilrollen|80.0
pendels|peddels|85.71428571428572
pen-en-gatverbindingen|pen-en-gat verbindingen|95.65217391304348
pijlen|bijlen|83.33333333333334
pijlen|Pijlen|83.33333333333334
pijlen|zijlen|83.33333333333334
pijlen|pijpen|83.33333333333334
pijlen|vijlen|83.33333333333334
proppen|poppen|85.71428571428572
puntbalken|penbalken|80.0
puntbalken|potbalken|80.0
puntbalken|putbalken|90.0
puntbalken|spantbalken|81.81818181818181
puntbalken|puibalken|80.0
sceeden|scheden|85.71428571428572
schepraderen|schepraddeuren|85.71428571428572
schoorbalken|schoorpalen|83.33333333333334
schoorbalken|schotbalken|83.33333333333334
schoorbalken|schaarbalken|83.33333333333334
schoorbalken|scheerbalken|83.33333333333334
schoorpalen|schoorbalken|83.33333333333334
sillen|spillen|85.71428571428572
sillen|billen|83.33333333333334
sillen|tillen|83.33333333333334
slagbalken|slikbalken|80.0
slagbalken|lasbalken|80.0
slagbalken|sleebalken|80.0
slaggebinten|slagbinten|83.33333333333334
slijkbalken|slikbalken|90.9090909090909
slijkhouten|slekhouten|81.81818181818181
slijkhouten|slikhouten|90.9090909090909
slijkhouten|lijfhouten|81.81818181818181
slikbalken|slagbalken|80.0
slikbalken|slijkbalken|90.9090909090909
slikbalken|sluitbalken|81.81818181818181
slikbalken|sleebalken|80.0
slikbalken|sluisbalken|81.81818181818181
slikbalken|spilbalken|80.0
sluisassen|luiassen|80.0
sluisgangen|sluitstangen|83.33333333333334
sluitbalken|slikbalken|81.81818181818181
sluitbalken|luibalken|81.81818181818181
