term,use_count,N
polytechnische scholen,1,1
schippersscholen,1,1
seminaries,6,1
groot seminaries,2,1
klein seminaries,1,1
technische hogescholen,1,1
ULO-scholen,1,1
technische scholen,2,1
vakscholen,1,1
vrije scholen,1,1
opslaggebouwen,25,1
botenhuizen,1,1
bulkinrichtingen,1,1
distributiegebouwen,2,1
entrepots,1,1
garages,6,1
autogarages,1,1
brandweergarages,1,1
busgarages,1,1
parkeergarages,2,1
koelhuizen,1,1
kolenbunkers,1,1
kunstbewaarplaatsen,1,1
loodsen,30,1
excercitieloodsen,1,1
goederenloodsen,1,1
houtloodsen,2,1
kolenloodsen,1,1
rijtuigenloodsen,1,1
schepenloodsen,1,1
schottenbalkloodsen,1,1
sloepenloodsen,1,1
magazijnen,30,1
overslagobjecten,1,1
kaaspakhuizen,1,1
meelpakhuizen,1,1
remises,3,1
locomotievenremises,1,1
tramremises,1,1
rijwielstallingen,1,1
schotbalkhuisjes,1,1
aardappelschuren,1,1
appelschuren,1,1
baanschuren,1,1
bijschuren,1,1
droogschuren,1,1
graanschuren,1,1
halleschuren,1,1
hooischuren,2,1
kiemschuren,1,1
koolschuren,1,1
landbouwschuren,2,1
open veldschuren,1,1
pootschuren,1,1
tabaksschuren,4,1
tiendschuren,1,1
turfschuren,1,1
uienschuren,1,1
veldschuren,1,1
Zeeuwse schuren,1,1
Zeeuwse schuurgroep,1,1
zuddenschuren,1,1
stalhouderijen,2,1
stallingen,1,1
stapelhuizen,1,1
takels,1,1
vemen,1,1
overheidsgebouwen,25,1
ijkkantoren,1,1
accijnshuizen,4,1
arbeidsbureaus,1,1
belastinggebouwen,1,1
brandslangtorens,1,1
brandspuithuisjes,1,1
brandweergebouwen,2,1
brandweerkazernes,3,1
brandweerposten,1,1
douanenhuisjes,1,1
douaneposten,1,1
PTT-gebouwen,1,1
politiebureaus,2,1
postagentschappen,1,1
stationspostkantoren,1,1
spuithuizen,1,1
telecommunicatiegebouwen,1,1
telefooncentrales,1,1
telegraafkantoren,1,1
wijkposten,1,1
recreatiegebouwen,19,1
badinrichtingen,2,1
biljarthuisjes,1,1
biljartzalen,1,1
casino's,1,1
circusgebouwen,2,1
clubhuizen,1,1
danshuizen,2,1
discotheken,1,1
kampeercentra,1,1
paviljoenen,14,1
pretparken,4,1
kermissen,2,1
lunaparken,1,1
recreatieparken,2,1
dierenparken,5,1
dierentuinen,4,1
dolfinaria,1,1
hertenkampen,65,1
kinderboerderijen,31,1
sauna's,1,1
speelterreinen,4,1
speelgebouwen,1,1
speelplaatsen,2,1
speeltuinen,4,1
strandhuisjes,1,1
vakantieoorden,3,1
campings,3,1
kampeerhuisjes,1,1
recreatiehuisjes,1,1
wandelpieren,1,1
wielerbanen,1,1
natuurbaden,1,1
openluchtbaden,1,1
overdekte zwembaden,1,1
sportfondsenbaden,1,1
bedevaartkapellen,1,1
bidkapellen,1,1
boetekapellen,1,1
devotiekapellen,1,1
dubbele kapellen,1,1
gildekapellen,1,1
grafkapellen,1,1
hofkapellen,3,1
huiskapellen,1,1
kloosterkapellen,1,1
Mariakapellen,1,1
oratoria,1,1
rouwkapellen,1,1
veldkapellen,1,1
wegkapelletjes,2,1
bedevaartskerken,1,1
begijnkerken,1,1
kapittelkerken,2,1
kloosterkerken,3,1
abdijkerken,2,1
stiftskerken,1,1
munsterkerken,1,1
noodkerken,2,1
huiskerken,1,1
schuurkerken,1,1
zolderkerken,1,1
basilieken,7,1
kruisbasilieken,1,1
pijlerbasilieken,1,1
pseudobasilieken,1,1
centraalbouw,27,1
kruiskerken,1,1
hallekerken,1,1
koepelkerken,1,1
zaalkerken,7,1
kapittelhuizen,1,1
moskeeen,14,1
rabbinaatshuizen,1,1
schuilsynagogen,1,1
Kloosters,4166,1
Augustijnenkloosters,1,1
Augustinessenkloosters,1,1
Benedictijnerkloosters,1,1
Clarissenkloosters,1,1
Dominicanenkloosters,1,1
Fransiscanenkloosters,1,1
jezuïetenkloosters,2,1
kanunnikessenkloosters,1,1
kapucijnenkloosters,1,1
karmelietenkloosters,1,1
karmelitessenkloosters,1,1
kruisherenkloosters,1,1
minderbroederkloosters,1,1
trappistenkloosters,1,1
abdijen,928,1
commanderijen,1,1
priorijen,1,1
refugiehuizen,4,1
uithoven,1,1
sportgebouwen,17,1
gymnastiekzalen,1,1
ijsbanen,1,1
kaatsbanen,2,1
kegelbanen,1,1
maneges,2,1
ontspanningslokalen,1,1
renbanen,1,1
roeibanen,1,1
sportscholen,1,1
sportverenigingsgebouwen,1,1
sportzalen,1,1
stadions,1,1
tennisbanen,1,1
tennisparken,1,1
visvijvers,4,1
transportgebouwen,26,1
abris,1,1
Bodecentra,1,1
draaischijven,9,1
elektrificatiegebouwen,1,1
graanelevatoren,1,1
hangars,1,1
lijnwerkplaatsen,1,1
luchthavencomplexen,1,1
overwegwachtposten,1,1
perrons,2,1
eilandperrons,1,1
perronoverkappingen,2,1
rangeerheuvels,1,1
rangeerterreinen,1,1
scheepvaartgebouwen,1,1
seinhuizen,1,1
spoorweggebouwen,2,1
stations,1138,1
bootstations,1,1
busstations,1,1
eilandstations,1,1
kopstations,1,1
metrostations,1,1
overslagstations,2,1
spoorwegstations,1,1
tramstations,1,1
traversestations,1,1
wisselstations,1,1
stationsoverkappingen,1,1
terminals,3,1
termini,1,1
tramwachthuisjes,1,1
veerhellingen,1,1
veerhuizen,1,1
wachtlokalen,1,1
watergebouwen,1,1
tobrukken,1,1
geschutbunkers,1,1
scheepsbunkers,1,1
radarbunkers,1,1
schuttersputten,8,1
burchten,279,1
voorburchten,2,1
voorhoven,1,1
hoogteburchten,1,1
ringburchten,1,1
waterburchten,1,1
zeeburchten,1,1
citadels,1,1
donjons,5,1
kustforten,1,1
polygonaal forten,1,1
sperforten,1,1
torenforten,1,1
fronten,2,1
vestingfronten,1,1
frontiersteden,1,1
betonkazematten,1,1
brugkazematten,1,1
flankerende betonkazematten,1,1
kanonkazematten,1,1
keelkazematten,1,1
mitrailleurkazematten,1,1
traditore kazematten,1,1
gietstalen kazematten,1,1
linies,10,1
circumvallatielinies,1,1
contravallatielinies,2,1
gemeenschapslinies,1,1
approches,1,1
contreapproches,1,1
sappen,1,1
omwallingen,3,1
palissades,15,1
chicanes,1,1
staketsels,1,1
frontierschansen,1,1
loopschansen,1,1
redouten,1,1
sterreschansen,1,1
kringstellingen,1,1
versperringen,5,1
aspergeversperringen,1,1
draketandversperringen,1,1
terreinversperringen,1,1
wegversperringen,1,1
vestingen,83,1
frontiervestingen,1,1
riviervestingen,1,1
verenigingsgebouwen,13,1
buurtcentra,1,1
buurthuizen,1,1
congrescentrum,21,1
dorpscentra,1,1
dorpshuizen,2,1
gemeenschapshuizen,1,1
jeugdcentra,1,1
logegebouwen,2,1
parochiehuizen,1,1
patronaatsgebouwen,1,1
bejaardensociëteiten,1,1
jeugdsociëteiten,1,1
kunstenaarssociëteiten,1,1
literaire sociëteiten,2,1
rederijkerskamers,1,1
studentensociëteiten,2,1
vakverenigingsgebouwen,2,1
gildehuizen,4,1
doelen,5,1
handboogdoelen,1,1
kloveniersdoelen,1,1
schuttersdoelen,1,1
voetboogdoelen,1,1
korendragershuizen,1,1
zakkendragershuizen,1,1
verzorgingsgebouwen,24,1
apotheken,4,1
badhuizen,77,1
brongebouwen,1,1
consultatiebureaus,1,1
fundatiehuizen,1,1
gaarkeukens,3,1
gezondheidscentra,2,1
gezondheidskolonien,1,1
hospitium,2,1
zeehospitium,1,1
infirmeries,1,1
klinieken,5,1
kinderklinieken,1,1
kraamklinieken,1,1
mannenklinieken,1,1
vrouwenklinieken,1,1
kuuroorden,3,1
herstellingsoorden,1,1
poliklinieken,2,1
lighuisjes,1,1
revalidatiecentra,1,1
sanatoria,4,1
dagsanatoria,1,1
sociale werkplaatsen,1,1
Tbc-huisjes,1,1
tehuizen,10,1
armenhuizen,108,1
aalmoezeniershuizen,1,1
diaconiewoningen,2,1
godshuizen,2,1
huiszittenhuizen,1,1
proveniershuizen,1,1
bejaardentehuizen,3,1
oude mannenhuizen,1,1
oude vrouwenhuizen,1,1
gehandicapteninstituten,3,1
blindeninstituten,1,1
doofstommeninstituten,3,1
begijnhofjes,2,1
kindertehuizen,1,1
opvanghuizen,1,1
verpleeghuizen,3,1
verzorgingstehuizen,1,1
vrijwoningen,1,1
ziekenbarakken,1,1
diaconessenhuizen,1,1
kinderziekenhuizen,1,1
militair ziekenhuizen,1,1
melaatsenhuizen,1,1
ooglijdersgasthuizen,1,1
oogziekenhuizen,1,1
pesthuizen,2,1
psychiatrische inrichtingen,4,1
dolhuizen,1,1
zwakzinnigeninrichtingen,1,1
ziekenpaviljoenen,2,1
waterbouwkundige werken,6,1
kades,11,1
ebkades,1,1
polderkades,1,1
vloedkades,1,1
zomerkades,1,1
hoogwatersteigers,1,1
tuigsteigers,1,1
vuurtorens,16,1
strekdammen,1,1
dijken,27,1
polderdijken,1,1
rivierdijken,2,1
veendijken,1,1
zeedijken,5,1
zomerdijken,1,1
slaperdijken,1,1
damsluizen,2,1
plofsluizen,2,1
groene sluizen,1,1
irrigatiesluis,1,1
lossluizen,2,1
militaire sluizen,1,1
scheepsvaartsluizen,1,1
schutsluizen,25,1
bajonetsluizen,1,1
drielingsluizen,1,1
driewegsluizen,1,1
dubbele sluizen,1,1
dubbelkerende kanaalsluizen,1,1
gekoppelde sluizen,1,1
getrapte sluizen,1,1
gewone kanaalsluizen,1,1
gladde sluizen,1,1
ketelsluizen,1,1
schachtsluizen,1,1
schutsluizen met spaarkommen,1,1
schutsluizen met tussenhoofd,1,1
sluizen met binnenfronten,1,1
sluizen met groene kolk,1,1
steeksluizen,1,1
tweelingsluizen,3,1
drietrapssluizen,1,1
tweetrapssluizen,1,1
tijsluizen,1,1
waterbesparende sluizen,1,1
stroomsluizen,7,1
inlaatsluizen,1,1
inundatiessluizen,2,1
Inundatie-waaiersluizen,1,1
keersluizen,3,1
duikersluizen,2,1
kokersluizen,2,1
dubbele duikersluizen,1,1
hevelsluizen,1,1
open sluizen,2,1
wachtsluizen,1,1
coupuren,1,1
doksluizen,1,1
dubbelkerende keersluizen,1,1
veldsluizen,1,1
stuwen,9,1
dakstuwen,1,1
klep-naaldstuwen,1,1
klepstuwen,2,1
Chanoine-Pascaud-stuwkleppen,1,1
naaldstuwen,1,1
Poirée-Thénard-stuwen,1,1
schotbalkstuwen,1,1
schuifstuwen,1,1
vizierstuwen,1,1
vistrappen,5,1
bekkentrappen,1,1
Denilse trappen,1,1
zeeweringen,2,1
wegenbouwkundige werken,17,1
boulevards,1,1
Bailey-bruggen,1,1
balkbruggen,4,1
dubbelliggerbruggen,1,1
plaatliggerbruggen,1,1
trogbruggen,1,1
basculebruggen,2,1
staartbruggen,1,1
boogbruggen,7,1
staafboogbruggen,2,1
verstijfde staafboogbruggen,1,1
Callender Hamilton-bruggen,1,1
draaibruggen,2,1
draaivonders,1,1
doorlaatbruggen,1,1
ESTB-bruggen,1,1
gewelfbruggen,2,1
hangbruggen,1,1
hefbruggen,1,1
hoogholten,1,1
klapbruggen,3,1
kokerliggerbruggen,2,1
schoorbruggen,1,1
kraanarmbruggen,1,1
kraanbruggen,1,1
kraneschipbruggen,1,1
lensliggerbruggen,1,1
militaire bruggen,1,1
oorgatbruggen,1,1
ophaalbruggen,8,1
dubbele ophaalbruggen,1,1
Strausz-bruggen,1,1
overkluizingen,1,1
plaatbruggen,1,1
plofbruggen,1,1
pont transbordeuren,1,1
pontbruggen,1,1
pontonbruggen,1,1
portaalbruggen,1,1
rolbasculebruggen,1,1
rolbruggen,1,1
sluisbruggen,1,1
spoorbruggen,5,1
tillen,1,1
tolbruggen,1,1
tuibruggen,1,1
vakwerkbruggen,2,1
vierendeelbruggen,1,1
valbruggen,1,1
veebruggen,1,1
verdedigingsbruggen,1,1
verkeersbruggen,2,1
wildducten,1,1
vestingbruggen,1,1
vlotbruggen,1,1
voetgangersbruggen,1,1
vollewandliggerbruggen,1,1
luchtfiltergebouwen,1,1
paden,7,1
fietspaden,2,1
jaagpaden,1,1
promenades,1,1
smalspoorlijnen,1,1
spoorbanen,1,1
industriespoorwegen,1,1
stegen,47,1
straten,4,1
keistraten,1,1
tramdijken,1,1
tunnels,1,1
wijken,1,1
betonwegen,1,1
hessenwegen,4,1
klinkerwegen,1,1
landwegen,1,1
lijkwegen,1,1
Napoleonswegen,1,1
overwegen,1,1
straatwegen,1,1
veenbruggen,5,1
wetenschapsgebouwen,13,1
archiefbewaarplaatsen,3,1
documentatiecentra,1,1
keuringsinstituten,1,1
laboratoria,17,1
meteorologische instituten,1,1
observatoria,3,1
proefstations,1,1
radarstations,1,1
sterrenwachten,1,1
theatrum anatomica,1,1
veeartsenijgebouwen,1,1
weerstation,1,1
winkelgebouwen,7,1
Winkels,68,1
bakkerswinkels,1,1
bloemenwinkels,1,1
boekwinkels,1,1
bonneterieen,1,1
chocolaterieen,1,1
confiserieen,1,1
dierenwinkels,1,1
drogisterijen,1,1
fourniturenwinkels,1,1
groentewinkels,1,1
hoedenwinkels,1,1
ijzerwinkels,1,1
juwelierswinkels,2,1
kaaswinkels,1,1
kapperswinkels,1,1
kapsalonnen,1,1
kiosken,2,1
krantenkiosken,1,1
kledingzaken,1,1
kruidenierswinkels,1,1
leerwinkels,1,1
melkboeten,1,1
melkinrichtingen,1,1
melkwinkels,1,1
platenzaken,1,1
poelierswinkels,1,1
sigarenwinkels,1,1
slagerswinkels,1,1
sIijterijen,1,1
snoepwinkels,1,1
supermarkten,1,1
tabakswinkels,1,1
viswinkels,1,1
zelfbedieningswinkels,1,1
zuivelwinkels,1,1
winkelcentra,1,1
winkelflats,1,1
winkelgalerijen,1,1
winkelpassages,1,1
winkelpuien,5,1
flatgebouwen,15,1
bejaardenflats,1,1
galerijflats,1,1
personeelsflats,2,1
verpleegstershuizen,1,1
serviceflats,1,1
studentenflats,1,1
terrasflats,1,1
flatwoningen,4,1
appartementen,19,1
maisonettes,1,1
penthouses,1,1
dienstwoningen,47,1
abtswoningen,1,1
ambtswoningen,1,1
baanwachterswoningen,1,1
bakenmeesterswoningen,1,1
beheerderswoningen,1,1
boswachterswoningen,1,1
bovenmeesterswoningen,1,1
brugwachterswoningen,1,1
chauffeurswoningen,1,1
cipierswoningen,1,1
conciërgewoningen,5,1
direkteurswoningen,2,1
dokterswoningen,1,1
doodgraverswoningen,1,1
havenmeesterswoningen,1,1
kooikerswoningen,1,1
kosterswoningen,1,1
lichtwachterswoningen,1,1
machinistenwoningen,1,1
marktmeesterswoningen,1,1
molenaarshuizen,40,1
molenaarswoningen,1,1
onderwijzerswoningen,1,1
opzichterswoningen,1,1
overwegwachterswoningen,1,1
pastorieën,4,1
bisschoppelijk paleizen,1,1
kanunnikenhuizen,1,1
kapelanie,12,1
proosdijen,4,1
poortierswoningen,1,1
seinwachterswoningen,1,1
sluismeesterswoningen,1,1
sluiswachterswoningen,1,1
vuurtorenwachterswoningen,1,1
bedrijfswoningen,11,1
arbeiderswoningen,15,1
beambtenwoningen,1,1
brouwerswoningen,1,1
fabriekswoningen,1,1
kwekerswoningen,1,1
landarbeiderswoningen,1,1
looierswoningen,1,1
mijnwerkerskolonien,2,1
mijnwerkerswoningen,5,1
schoenmakerswoningen,1,1
atelierwoningen,3,1
kantoorwoningen,1,1
praktijkwoningen,1,1
winkelwoningen,1,1
aanleunwoningen,1,1
achterhuizen,1,1
atriumwoningen,1,1
bejaardenwoningen,2,1
bovenhuizen,1,1
bungalows,3,1
chalets,1,1
drive-in-woningen,1,1
duplexwoningen,1,1
eengezinshuizen,1,1
eengezinswoningen,3,1
etagewoningen,2,1
benedenwoningen,1,1
bovenwoningen,1,1
fundatiewoningen,1,1
galerijwoningen,1,1
grachtenhuizen,9,1
HAT-eenheden,1,1
hofjeswoningen,1,1
blokhutten,1,1
kelderwoningen,2,1
koloniehuizen,1,1
kolonistenwoningen,1,1
koopmanswoningen,1,1
meergezinshuizen,1,1
middenstandswoningen,1,1
modelwoningen,1,1
muurhuizen,2,1
noodwoningen,3,1
onderhuizen,1,1
patiowoningen,1,1
portiek-etagewoningen,1,1
pre-fabwoningen,17,1
rentenierswoningen,1,1
rijtjeshuizen,1,1
rug-aan-rugwoningen,12,1
souterrainwoningen,1,1
splitlevelwoningen,1,1
studentenhuizen,1,1
terraswoningen,1,1
verandawoningen,1,1
vervenerswoningen,1,1
stadsvilla's,1,1
woonblokken,1,1
woonboerderijen,1,1
doorzonwoningen,1,1
woonarken,1,1
woonkuilen,1,1
buitenplaatsen,5436,1
jachtsloten,1,1
lustsloten,1,1
landhuizen,2017,1
paleizen,120,1
zomerpaleizen,1,1
staten,21,1
stinzen,8,1
wolkenkrabbers,1,1
woonhotels,1,1
woonkazernes,1,1
woontorens,12,1
bouwonderdelen,8,1
agrarische onderdelen,14,1
aardappelkelders,1,1
bakspiekers,1,1
bovenkamers,1,1
dekstations,1,1
heerschapskamers,1,1
kaakbergen,1,1
kaaskamers,1,1
klompenhokken,7,1
melkkamers,1,1
melkkelders,1,1
ouderwoningen,1,1
spijkers,9,2
tassen,7,1
begraafplaats onderdelen,24,1
baarhuisjes,2,1
beenderhuizen,1,1
begraafplaatsaula's,1,1
begraafplaatshekken,1,1
cenotaven,2,1
duivelsroosters,1,1
epitaven,1,1
familiegraven,2,1
heldengraven,1,1
oorlogsgraven,4,1
priestergraven,1,1
zustergraven,1,1
grafafsluitingen,1,1
grafhekken,2,1
grafkettingen,1,1
grafkruizen,1,1
praalgraven,3,1
mausolea,7,1
tempelgraven,1,1
grafpalen,1,1
grafperken,758,1
graftekens,2,1
altaartombe,1,1
sarcofagen,42,1
kruisbeelden,1,1
rouwborden,4,1
schijndodenhuisjes,1,1
algemene onderdelen,33,1
crematoriumaula's,1,1
draaikaken,1,1
fabriekspoorten,1,1
fabrieksschoorstenen,4,1
fabrieksstraten,1,1
contrescarpgalerijen,1,1
geweergalerijen,1,1
luistergalerijen,1,1
kunstgalerijen,1,1
gerechtsstenen,1,1
hallen,27,1
aankomsthallen,2,1
amusementshallen,1,1
boterhallen,1,1
evenementenhallen,1,1
fabriekshallen,2,1
graanhallen,1,1
korenhallen,1,1
lakenhallen,3,1
lighallen,1,1
markthallen,1,1
productiehallen,1,1
saaihallen,1,1
sporthallen,1,1
tennishallen,1,1
turbinehallen,1,1
veemarkthallen,1,1
verkeershallen,1,1
vertrekhallen,2,1
vishallen,1,1
vleeshallen,2,1
wijnhallen,1,1
zijdehallen,1,1
kasteelpoorten,1,1
kasteeltorens,7,1
hoektorens,1,1
spietorens,1,1
poorttorens,7,1
traptorens,1,1
kookhuisjes,1,1
gedachtenismuur,1,1
bekledingsmuren,1,1
gecreneleerde muren,1,1
ophaalmachines,1,1
ovens,66,1
kogelovens,1,1
ringovens,1,1
steenovens,3,1
tunnelovens,1,1
veldovens,3,1
zig-zagringovens,1,1
pompgebouwen,1,1
roepstoelen,1,1
schachtbokken,1,1
schuilhokjes,1,1
sekreten,2,1
slijpmolen,1,1
speelwerken,1,1
stoommachines,1,1
stookhokken,2,1
tribunes,3,1
statribunes,1,1
zittribunes,1,1
travaljes,1,1
uurwerken,9,1
ventilatietorens,2,1
voorhuizen,1,1
winkelmagazijnen,1,1
zomerhuizen,4,1
religieuze gebouwen onderdelen,57,1
dooptuin,10,1
sacramentsnis,9,1
absissen,1,1
bimas,1,1
calvariebergen,1,1
catechisatielokalen,1,1
consistories,1,1
crypten,5,1
dakruiters,1,1
dooptuinen,1,1
fronttorens,1,1
glas-in -loodramen,1,1
huissjoelen,1,1
ingangsportalen,1,1
kerkkapellen,7,1
doopkapellen,1,1
schipkapellen,1,1
straalkapellen,1,1
torenkapellen,1,1
transkapellen,1,1
zijkapellen,2,1
kerkelijk centra,1,1
klokhuizen,1,1
koren,1,1
kooromgangen,1,1
kruiswegstaties,14,1
luidklokken,8,1
middenschepen,1,1
mikwes,1,1
minaretten,1,1
narthexen,1,1
oksalen,1,1
sacristieen,1,1
sIagklokken,1,1
transepten,1,1
vermaningen,1,1
vieringen,1,1
vieringtorens,1,1
westwerken,2,1
zijbeuken,1,1
altaren,43,1
herenbanken,2,1
klokkestoelen,1,1
koorbanken,7,1
koorhekken,5,1
abdijtorens,3,1
conventen,1,1
dormitoria,1,1
hospitiums,1,1
kapittelzalen,1,1
kloostergangen,3,1
kloosterhoven,1,1
kloosterpoorten,1,1
librijen,1,1
refters,1,1
scriptoria,1,1
verdedigingswerken onderdelen,79,1
barbacanes,1,1
burchtpoorten,2,1
machicouIissen,1,1
curtissen,1,1
dwingels,1,1
batterijen,8,1
bresbatterijen,1,1
centrumbatterijen,1,1
flankbatterijen,1,1
horizontale batterijen,1,1
kustbatterijen,1,1
luchtafweerbatterijen,1,1
Traditore batterijen,1,1
traversen,3,1
paradotten,1,1
zijweren,1,1
banken,14,1
banketten,1,1
beddingen,1,1
bedekte wegen,1,1
bermen,1,1
binnenkruinen,1,1
borstweringen,2,1
bonnetten,1,2
buitenwerken,7,1
Couvre-faces,1,1
halve manen,1,2
hoornwerken,1,1
kroonwerken,1,1
lunetten,1,1
ravelijnen,1,1
contrescarpes,1,1
contrescarpkoffers,1,1
courtines,5,1
cremaillères,1,1
defile,1,1
doornhagen,1,1
enceinte,1,1
enveloppen,1,1
epaulements,1,1
escarpen,1,1
faces,1,1
fausse-brayes,1,1
flèches,1,1
frontwallen,1,1
gecrenelleerde muren,1,1
gedekte gemeenschapswegen,1,1
geschutbanken,1,1
geschutkoepels,1,1
geschutopstellingen,1,1
geschuttorens,1,1
gesloten werken,1,1
glacis,4,1
gebroken glacis,1,1
hol-traversen,1,1
hoofdwallen,5,1
inundatiewerken,2,1
kelen,1,1
komkeringen,1,1
lanceerinrichtingen,1,1
machicoullissen,1,1
meetposten,1,1
mijngangen,2,1
mijnkamers,1,1
mijnputten,1,1
mijnstelsels,1,1
oreillons,1,1
orillontorens,1,1
pantserkoepels,1,1
papenmutsen,1,1
plongées,1,1
poternes,1,1
ravellijnen,1,1
redans,1,1
reduiten,1,1
retranchementen,1,1
saillants,1,1
sarbacanes,1,1
stekelvarkens,1,1
sorties,1,1
taluds,3,1
binnentaluds,1,1
buitentaluds,1,1
tankgrachten,1,1
tankmuren,1,1
tenailles,1,1
tenaillons,1,1
terrepleinen,1,1
vestingwallen,3,1
voorwallen,1,1
voorwerken,1,1
waarnemingskoepels,1,1
walgangen,1,1
waltorens,4,1
wapenplaatsen,1,1
zwaluwstaarten,1,1
waterbouwkundige werken onderdelen,47,1
afwateringskanalen,1,1
bakens,12,1
bedieningsmechanismen,1,1
caponnières,1,1
ducdalven,1,1
dwarswijken,1,1
geleidewerken,1,1
havenlichten,1,1
hoofden,1,1
hoogwaterkanonnen,1,1
jaagpalen,1,1
roerkleppen,1,1
tolkleppen,1,1
lichthuizen,1,2
lichtopstanden,2,1
lichtwachten,1,1
losinrichtingen,1,1
loskranen,1,1
loswallen,1,1
meerboeien,7,1
meerpalen,1,1
meerstoelen,1,1
molentochten,1,1
oeverlichten,1,1
omleidingskanalen,1,1
onderleiders,1,1
peilschalen,2,1
rijksgetijmeters,1,1
rolpalen,1,1
scheepsliften,1,1
jalouzieschuiven,1,1
cilinderschuiven,2,1
klokschuiven,1,1
glijschuiven,2,1
ontlaste glijschuiven,1,1
rioolschuiven,1,1
segmentschuiven,1,1
Stoney-schuiven,1,1
wielschuiven,1,1
semaforen,1,1
sluisdeuren,31,1
binnendeuren,1,1
buitendeuren,1,1
ebdeuren,1,1
enkele draaideuren,1,1
gekoppelde deuren,1,1
hefdeuren,4,1
schotdeuren,1,1
schuif-hefdeuren,1,1
valschutten,1,1
klepdeuren,2,1
drijfdeuren,1,1
koppeldeuren,1,1
kruisende deuren,1,1
liggende deuren,1,1
overhead-deuren,1,1
puntdeuren,3,1
gebogen puntdeuren,1,1
puntdeuren met toldeur,1,1
roldeuren,1,1
regeldeuren,1,1
schipdeuren,2,1
schipdeuren met puntdeuren,1,1
sectordeuren,1,1
segmentdeuren,1,1
slachdeuren,1,1
snebdeuren,1,1
stijldeuren,1,1
stormvloeddeuren,1,1
spoordeuren,1,1
toldeuren,1,1
vloeddeuren,1,1
valdeuren,1,1
waaierdeuren,4,1
waaiervlotdeuren,1,1
staande roldeuren,1,1
hangende roldeuren,1,1
zakdeuren,1,1
zwaaideuren,1,1
sluishoofden,1,1
sluiskolken,1,1
sluiskillen,1,1
sprengen,3,1
vuurboeten,1,1
waterlopen,3,1
weteringen,1,1
zeekapen,1,1
wegenbouwkundige werken onderdelen,82,1
aanplakborden,1,1
aanplakzuilen,1,1
afstandspalen,1,1
afvalbakken,1,1
banpalen,1,1
barometers,2,1
bestratingen,3,1
keibestratingen,1,1
sierbestratingen,1,1
bovenleidingportalen,1,1
brandmelders,1,1
brandtorens,1,1
brievenbussen,2,1
girobussen,1,1
buitenvitrines,1,1
buslichtingsborden,1,1
combinatiegebouwtjes,1,1
dijkpalen,1,1
draagmast,1,1
drinkbakken,1,1
drinkfonteinen,1,1
gedenkbomen,1,1
geluidswallen,1,1
grenstekens,3,1
grenspalen,20,1
admiraliteitspalen,1,1
diaconiepalen,1,1
gemeentegrenspalen,1,1
generaliteitspalen,1,1
heemraadschapspalen,1,1
hoefs lagpalen,1,1
liniepalen,1,1
poldergrenspalen,1,1
jachtpalen,1,1
markepalen,1,1
nummerpalen,1,1
provinciegrenspalen,1,1
rijksgrenspalen,1,1
scheipalen,1,1
tiendenpalen,1,1
veerrechtgrenspalen,1,1
visserijgrenspalen,1,1
waterschapspalen,1,1
markestenen,1,1
kassein,1,1
kilometerpalen,1,1
brandkranen,1,1
gevellantaarns,1,1
lantaarnpalen,5,1
lichtmasten,1,1
luidbellen,1,1
metingstorens,1,1
opritten,1,1
schuttingen,2,1
oriënteertafels,1,1
paddestoelen,9,1
parkeermeters,1,1
waterputten met haal,1,1
putdeksels,1,1
pyramides,1,1
reklameborden,1,1
reklamezuilen,1,1
schamppalen,1,1
schampsteen,5,1
siervazen,2,1
slagbomen,1,1
speelobjecten,1,1
standbeelden,4,1
stoepen,14,1
stoepbalusters,1,1
stoepbanken,2,1
stoepkettingen,1,1
stoeppalen,3,1
stoepstenen,1,1
straatnaamborden,21,1
straatverlichtingen,1,1
telefooncellen,1,1
toiletgebouwen,3,1
ondergrondse toiletgebouwen,1,1
triomfbogen,1,1
trottoirs,1,1
urinoirs,1,1
verkeersborden,2,1
verkeerslichten,1,1
verkeerszuilen,1,1
vluchtheuvels,1,1
voetschrapers,1,1
wegkruizen,5,1
hagelkruizen,1,1
memoriekruizen,1,1
moordkruizen,4,1
wegwijzers,1,1
zitbanken,1,1
zuwelages,1,1
bouwterreinelementen,2,1
hekonderdelen,2,1
hekpijlers,118,1
stoephekken,26,1
tolhekken,3,1
woninginrichting,55,1
sacristiespiegel,1,2
beddengoed,1,1
meubilair,419,1
meubelen,196,1
kerkmeubel,1,1
stoelen,67,1
predikantenzetel,1,1
preekstoelen,822,1
stoelonderdelen,3,1
dorsaal,1,1
misericorde,89,1
tafels,41,1
credens,1,1
huishoudelijke accessoires,4,1
expositietrap,1,1
kelkdoekjesrek,1,1
lavaborek,1,1
verlichtingsuitrusting,2,1
olielampen,54,1
figuurlampen,1,1
firmalampen,1,1
temperatuurregelingsuitrusting,1,1
raam- en deurbekleding,1,1
persoonlijke objecten,7,1
bedieningskoffer,1,1
flabellum,2,1
miskoffer,1,1
tasonderdelen,3,1
tasbeugel,1,1
tassluitingen,1,1
kleding,279,1
drachten,1,1
hemden,1,1
rokken,2,1
sokken,1,1
wambuizen,3,1
wanten,10,1
kledingonderdelen,9,1
aurifrisia,1,1
pomellum,1,1
borduursels,4,1
haken-en-ogen,1,1
kledinghaken,1,1
manchetten,2,1
veters,3,1
albe,2,1
kinderalbe,1,1
